제목,도로명주소,지역,위도,경도,인기점수
성읍칠십리식당,제주특별자치도 서귀포시 표선면 성읍정의현로 74,서귀포시,33.389263,126.80127,24495
서울떡볶이,제주특별자치도 제주시 동문로4길 11,제주시,33.51228,126.52786,3036
어사촌도야지,제주특별자치도 제주시 애월읍 천덕로 440-6,제주시,33.419827,126.33878,7351
픽스커피,제주특별자치도 제주시 신설로11길 2,제주시,33.476097,126.5543,3037
곱을락(음식점),제주특별자치도 제주시 한경면 명이 2길 31,제주시,33.31718,126.26564,3667
얌얌돈가스,제주특별자치도 제주시 구좌읍 구좌로 44,제주시,33.5231628,126.8562384,7652
삼대국수회관 신제주점,제주특별자치도 제주시 신대로20길 32,제주시,33.483837,126.49328,9757
밀리우,제주특별자치도 서귀포시 표선면 민속해안로 537,서귀포시,33.32345,126.84478,5758
올레수산회센터,제주도 서귀포시 중정로 61번길 12,서귀포시,33.24885,126.56308,14594
우도향,제주특별자치도 제주시 우도면 우도해안길 848,제주시,33.512173,126.96039,4346
단수이카스테라,제주특별자치도 서귀포시 성산읍 동류암로 42,서귀포시,33.44882,126.91614,1580
카페피크닉(르피크닉),제주특별자치도 서귀포시 안덕면 대평로 39,서귀포시,33.23693,126.363045,6604
봉이네식당,제주특별자치도 제주시 추자면 신양2길 39,제주시,33.9354341,126.3227638,2100
일도 국수,제주특별자치도 제주시 삼성로 49,제주시,33.5072272,126.5306595,4334
마마롱(애월),제주특별자치도 제주시 애월읍 평화로 2783,제주시,33.45217805,126.4392287,8599
포레스텔라인제주,제주특별자치도 제주시 구좌읍 번영로 2132-6 (송당리) 1-2층,제주시,33.4306009,126.7467466,105
제주홍돈 협재본점,제주특별자치도 제주시 한림읍 한림로3길 10-12,제주시,33.4139587,126.2610222,4011
생원전복,제주특별자치도 서귀포시 안덕면 산방로 7,서귀포시,33.245869,126.3307927,6230
위더스트래블,제주특별자치도 제주시 인다9길 29,제주시,33.475548,126.54848,4072
허벅식당,제주특별자치도 제주시 구좌읍 세평항로 26,제주시,33.5255713,126.8544176,5606
유스커피,제주특별자치도 제주시 구산로 54,제주시,33.48433,126.540726,2233
우도왕자이야기,제주특별자치도 제주시 우도면 우도해안길 252,제주시,33.50263,126.94384,8415
이어도식당,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 10-1,서귀포시,33.384068,126.80208,24687
홍어일번지,제주특별자치도 제주시 신대로7길 10 (연동),제주시,33.4917,126.49778,3146
어머니의 뜻을 담다 단지,제주특별자치도 제주시 애월읍 하귀2길 66,제주시,33.4893386,126.4119402,1442
윤옥,제주특별자치도 제주시 구남동2길 19-4,제주시,33.4888303,126.5361081,1244
호랑이해장국,제주특별자치도 서귀포시 성산읍 성산중앙로 40,서귀포시,33.4632341,126.9336008,6954
보목해녀의집,제주특별자치도 서귀포시 보목포로 48 (보목동),서귀포시,33.239265,126.606895,10016
수우동,제주특별자치도 제주시 한림읍 협재1길 11,제주시,33.396576,126.242516,33486
kim여사의밥상,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-68,서귀포시,33.235237,126.31296,4690
고불락,제주특별자치도 제주시 애월읍 고내로7길 45-12,제주시,33.4667429,126.3365337,24585
더 스트롱홀드,제주특별자치도 제주시 1100로 3339,제주시,33.48415,126.48074,1893
성광식당,제주특별자치도 서귀포시 일주동로 8184 (신효동),서귀포시,33.260715,126.61311,4556
환상의짜장,제주특별자치도 서귀포시 대정읍 마라로 45,서귀포시,33.119526,126.26718,2452
센잇,제주특별자치도 제주시 관덕로8길 13 센잇,제주시,33.5119203,126.5236157,100
왕대포 연동점,제주특별자치도 제주시 노연로 123 (연동),제주시,33.485985,126.49359,847
일출봉쑥빵보리빵,제주특별자치도 서귀포시 성산읍 성산중앙로 30-3,서귀포시,33.462543,126.93316,15661
제주신라호텔 히노데,제주특별자치도 서귀포시 중문관광로72번길 75,서귀포시,33.2814107,126.4111118,1088
벨롱,제주특별자치도 제주시 구좌읍 해맞이해안로 1652,제주시,33.528336,126.87951,5527
성미식당,제주특별자치도 제주시 서광로18길 18,제주시,33.498318,126.5204,10060
바코,제주특별자치도 제주시 조천읍 선진길 83,제주시,33.4585034,126.7108673,836
카페 사우다드,제주특별자치도 서귀포시 대정읍 하모이삼로51번길 28,서귀포시,33.2255301,126.2536093,14116
천지연해물전복뚝배기,제주특별자치도 서귀포시 남성중로 2-3,서귀포시,33.2639577,126.5507293,9034
타무라,제주특별자치도 제주시 조천읍 중산간동로 670,제주시,33.4988637,126.6569134,5437
천리식당,제주특별자치도 제주시 구좌읍 송당6길 30,제주시,33.4686317,126.7846454,7297
더파크뷰(신라호텔),제주특별자치도 서귀포시 중문관광로72번길 75,서귀포시,33.24756,126.40812,14840
모닥식탁(카페이전으로 비공개처리),제주특별자치도 제주시 조천읍 함덕16길 14-1,제주시,33.540524,126.66745,28243
바다어멍,"제주특별자치도 서귀포시 명동로 45 (서귀동, 바원에스클래스) 바다어멍",서귀포시,33.2479096,126.5667265,1760
이찌마루,제주특별자치도 제주시 구좌읍 월정1길 54-11,제주시,33.555485,126.79351,2656
맛있는집,제주특별자치도 서귀포시 중앙로 110,서귀포시,33.2543659,126.5610557,11303
카페오름,제주특별자치도 서귀포시 성산읍 삼달로 128,서귀포시,33.3723,126.855995,13495
쿠싱 샌드위치,제주특별자치도 제주시 한경면 중산간서로 3728 (저지리),제주시,33.3364308,126.2584361,1752
삼다정,제주특별자치도 제주시 노연로 80,제주시,33.4847577,126.4887056,3984
체면,제주특별자치도 서귀포시 단산로 95,서귀포시,33.2479712,126.2840794,6862
느영나영 감귤창고,제주특별자치도 서귀포시 안덕면 서광동로25번길 11,서귀포시,33.2886219,126.3301078,6050
하누가물애,제주특별자치도 제주시 조천읍 신북로 409,제주시,33.5440694,126.6541979,3430
어머니와장독대,제주특별자치도 제주시 아연로 156-9,제주시,33.4189867,126.5196085,5962
제일떡집,제주특별자치도 서귀포시 중정로73번길 15-1,서귀포시,33.2495549,126.563826,
옛날옛적,제주특별자치도 서귀포시 성산읍 일주동로 4660,서귀포시,33.414307,126.900185,16920
야자수 식당,제주특별자치도 제주시 한림읍 한림로 300,제주시,33.3879944,126.2397837,9285
바보카페,제주특별자치도 제주시 구좌읍 해맞이해안로 1016,제주시,33.541573,126.83128,25777
서귀포수일통닭,제주특별자치도 서귀포시 천제연로178번길 14-2,서귀포시,33.250916,126.423416,5678
범섬앞어촌계횟집,제주특별자치도 서귀포시 막숙포로 61,서귀포시,33.2357887,126.5151293,6231
후년하우스,제주특별자치도 제주시 삼봉로 12,제주시,33.5203612,126.5876201,3824
화북코끼리식당,제주특별자치도 제주시 진동로 5길 34(화북1동),제주시,33.521564,126.56661,2610
쏠피쉬,제주특별자치도 서귀포시 태평로 423,서귀포시,33.24536,126.565544,1716
아모르키친,제주특별자치도 서귀포시 표선면 표선동서로 221,서귀포시,33.323837,126.83164,5345
가파도해물짜장짬뽕,제주특별자치도 서귀포시 대정읍 가파로67번길 1,서귀포시,33.16586,126.27332,11488
리솔라 무인카페,제주특별자치도 서귀포시 성산읍 서성일로 730,서귀포시,33.43039,126.86148,4230
흑돼지구이집 하영,제주특별자치도 서귀포시 천제연로 101,서귀포시,33.255093,126.41663,34796
제스토리,제주특별자치도 서귀포시 막숙포로 60,서귀포시,33.23612,126.515,6994
에피소드베이커리카페,제주특별자치도 제주시 한경면 고조로 62,제주시,33.3058146,126.1881704,2080
문어빵굽는문빵9,제주특별자치도 제주시 우도면 우도해안길 388,제주시,33.507435,126.95427,3951
동해루,제주특별자치도 제주시 추자면 추자로 58-1,제주시,33.9642903,126.2929862,1554
바굥식당,제주특별자치도 서귀포시 남원읍 태위로 87,서귀포시,33.3060336,126.6580882,9190
바다회국수,제주특별자치도 제주시 구좌읍 해맞이해안로 1422-3,제주시,33.525585,126.857704,916
만덕이네,제주특별자치도 서귀포시 표선면 서성일로 16,서귀포시,33.39333,126.80123,36828
바당봉봉,제주 제주시 구좌읍 해맞이해안로 1170,제주시,33.534424,126.83992,6390
회양과 국수군,제주특별자치도 제주시 우도면 우도해안길 270,제주시,33.50368,126.94212,11224
허브올레,제주특별자치도 서귀포시 표선면 번영로 2543-5,서귀포시,33.4059357,126.7790832,1822
소섬반점,제주특별자치도 제주시 우도면 우도로 168,제주시,33.50727,126.95442,2468
국수마당 본점,제주특별자치도 제주시 삼성로 65,제주시,33.5080638,126.5322532,15713
산방산초가집,제주특별자치도 서귀포시 안덕면 화순해안로 189,서귀포시,33.2455947,126.3387238,11983
파도소리해녀촌,제주 제주시 우도면 우도해안길 510,제주시,33.519768,126.94891,5539
써스티몽크제주시청점,제주특별자치도 제주시 광양13길 9,제주시,33.499012,126.53136,1490
달테이블,제주특별자치도 제주시 노형8길 22,제주시,33.483097,126.477234,4639
고망딱새,제주특별자치도 제주시 서해안로 96,제주시,33.50343,126.4597,4070
서문뒷고기,제주특별자치도 제주시 중앙로14길 40-2,제주시,33.5107686,126.5204355,5590
후쿠오카함바그,제주특별자치도 제주시 서광로32길 27-2,제주시,33.49832,126.52956,1058
명품한라봉아이스크림,제주특별자치도 서귀포시 성산읍 일주동로 5335,서귀포시,33.3628276,126.8657009,12858
섬마을청년회관,제주특별자치도 제주시 용화로 58,제주시,33.5092567,126.5096828,4774
나주닭집,제주특별자치도 제주시 동광로1길 32,제주시,33.5032944,126.527915,2620
까미노,제주특별자치도 제주시 애월읍 고하상로 91-12,제주시,33.4578162,126.3478853,6186
르꼬앙,제주특별자치도 제주시 서광로32길 37,제주시,33.49753,126.52993,1568
우도이야기,제주특별자치도 제주시 우도면 우도해안길 504,제주시,33.51954,126.94941,3954
청해원,제주특별자치도 제주시 원노형남1길 44,제주시,33.4838204,126.4851476,4606
만원의행복,제주특별자치도 제주시 신대로7길 9,제주시,33.491978,126.49785,10724
그리다시카고피자&파스타,제주특별자치도 제주시 서광로32길 14,제주시,33.49941,126.5283,3525
제주침시술소바 (오로라식품),제주특별자치도 제주시 동광로 12,제주시,33.5010889,126.530548,12585
전설의마녀,제주특별자치도 제주시 애월읍 애월해안로 715,제주시,33.4840886,126.3775352,13438
피제리아3657,제주특별자치도 서귀포시 안덕면 난드르로 56,서귀포시,33.23645,126.36306,15496
쉐프 이야기,제주특별자치도 제주시 연동4길 22,제주시,33.484005,126.487785,3086
바다는안보여요,제주특별자치도 제주시 구좌읍 종달로5길 31-1,제주시,33.49332,126.89948,7150
콜레트커피,제주특별자치도 서귀포시 막숙포로 83,서귀포시,33.2342405,126.513246,236
사형제횟집,제주특별자치도 제주시 한림읍 한림상로 273,제주시,33.422413,126.266396,18786
용담생국수,제주특별자치도 제주시 용담로 95,제주시,33.5119876,126.5129807,2618
오스모시스 구좌세화카페,제주특별자치도 제주시 구좌읍 해맞이해안로 1026,제주시,33.5408291,126.8307706,172
스시마시,제주특별자치도 제주시 성지로 57,제주시,33.5111958,126.5292815,1246
올래회어촌,제주특별자치도 제주시 테우해안로 166 (이호일동),제주시,33.496857,126.4518,7190
성산흑돼지두루치기,제주특별자치도 서귀포시 성산읍 한도로 255,서귀포시,33.466156,126.9348,8310
인터포레스트,제주특별자치도 제주시 구좌읍 비자림로 1655,제주시,33.4572398,126.7723938,402
중문수원음식점,제주특별자치도 서귀포시 천제연로 83,서귀포시,33.255245,126.41463,9654
꽃담수제버거,제주 서귀포시 성산읍 일출로 284-7,서귀포시,33.463013,126.936005,4491
다담은,제주특별자치도 제주시 우정로15길 5,제주시,33.486088,126.43191,4156
카페다랑쉬,제주특별자치도 제주시 조천읍 신촌3길 19,제주시,33.534763,126.618454,470
가산토방 식당,제주특별자치도 서귀포시 인정오름로 86번길 3,서귀포시,33.287712,126.57716,6364
이런날엔카페&레스토랑,제주특별자치도 제주시 구좌읍 한동북1길 60,제주시,33.542553,126.83065,488
미소짓는 흑도야지,제주특별자치도 제주시 일주서로 7682,제주시,33.4938375,126.4672444,4032
문어빵굽는 문빵9 서귀포올레시장,제주특별자치도 서귀포시 중앙로62번길 18,서귀포시,33.2501708,126.5636786,6075
산야,제주특별자치도 서귀포시 천제연로188번길 7 (중문동) 2층,서귀포시,33.2511024,126.4247249,76
구닮카페(구름을닮다),제주특별자치도 서귀포시 안덕면 산방로 210,서귀포시,33.23643,126.312805,4248
크래커스 한경점,제주특별자치도 제주시 한경면 낙수로 1,제주시,33.3351402,126.2274363,1064
시스베이글,제주특별자치도 서귀포시 남원읍 태위로 87,서귀포시,33.274437,126.6569,1812
성산진미식당,제주특별자치도 서귀포시 성산읍 일출로 290,서귀포시,33.4635435,126.9351837,11091
안다미로,제주특별자치도 제주시 조천읍 비자림로 648,제주시,33.436306,126.67667,7536
똣똣라면 제주시직영점,제주특별자치도 제주시 고산동산6길 11-1,제주시,33.4945437,126.5322087,128
산지물식당(건입동본점),제주특별자치도 제주시 임항로 26 (건입동),제주시,33.516262,126.52756,20773
도을,제주특별자치도 제주시 조천읍 남조로 2343,제주시,33.4735321,126.6571882,964
옛정의골 식당,제주특별자치도 서귀포시 표선면 중산간동로 4592,서귀포시,33.389114,126.80473,7238
동북왕,제주특별자치도 제주시 사장1길 43,제주시,33.48512,126.49115,3086
블리스풀,제주특별자치도 제주시 애월읍 산록서로 383,제주시,33.4050742,126.4073278,1136
등경돌식당,제주특별자치도 서귀포시 성산읍 일출로 279,서귀포시,33.462612,126.93461,8014
오라숲소리,제주특별자치도 제주시 오라로 80,제주시,33.4955139,126.5117837,28647
우림일식,제주특별자치도 제주시 도령로 28-2,제주시,33.4873678,126.4826639,6378
송악산 엉클스 화덕 피자,제주특별자치도 서귀포시 대정읍 송악관광로 392,서귀포시,33.2088981,126.288313,6919
담아래,제주특별자치도 서귀포시 안덕면 난드르로 45-2,서귀포시,33.23548,126.36363,8193
아라파파 a la papa,제주특별자치도 제주시 국기로3길 2,제주시,33.4784467,126.4909905,11011
순희뽀글이,제주특별자치도 제주시 공설로 27-1 (오라일동),제주시,33.497456,126.51725,3900
승범이네집,제주특별자치도 제주시 월랑로 56-1 (노형동),제주시,33.490337,126.47486,5717
퍼시픽 리솜 엘마리노 뷔페,제주특별자치도 서귀포시 중문관광로 154-17,서귀포시,33.2437366,126.4156983,15128
절물자연휴양림휴게소,제주특별자치도 제주시 명림로 584,제주시,33.4393726,126.6284479,3096
동양식당,제주특별자치도 제주시 한림읍 중산간서로 4995-6,제주시,33.512634,126.528854,3509
카페루나,제주특별자치도 서귀포시 안덕면 화순서동로 57-3,서귀포시,33.25606,126.3349,4850
안거리밖거리,제주특별자치도 서귀포시 솔동산로 6-1,서귀포시,33.244278,126.56415,18782
고벤져스(본점),제주특별자치도 제주시 신성로 66,제주시,33.495277,126.52644,1472
비어라운드(Be around),제주특별자치도 제주시 구좌읍 하도9길 72,제주시,33.511555,126.89074,7929
우도꽃길,제주특별자치도 제주시 우도면 우도해안길 576,제주시,33.5226958,126.9507745,120
슬로우카페,제주특별자치도 서귀포시 남원읍 일주동로 7137,서귀포시,33.2827341,126.7177653,2972
백기해녀의 집,제주특별자치도 서귀포시 성산읍 일출로 88-19,서귀포시,33.450108,126.922455,6314
하얀산호식당,제주특별자치도 제주시 우도면 우도해안길 136,제주시,33.49455,126.94554,4355
킴스커틀렛,제주특별자치도 제주시 구남로4길 11,제주시,33.496986,126.53534,3835
날것,제주특별자치도 제주시 중앙로5길 13,제주시,33.5153315,126.526115,1151
중문대들보,제주특별자치도 서귀포시 천제연로 135,서귀포시,33.253662,126.41981,7241
마라톤식당,제주특별자치도 제주시 서광로2길 15,제주시,33.4987902,126.5129704,4012
스시우다,제주특별자치도 제주시 용마로 30,제주시,33.51559,126.50649,2937
친구네 분식,제주특별자치도 서귀포시 대정읍 신영로 124-1,서귀포시,33.499622,126.53119,4102
원조마라도짜장면,제주특별자치도 서귀포시 대정읍 마라로101번길 48,서귀포시,33.1185831,126.2669135,13138
서바당횟집,제주특별자치도 서귀포시 대정읍 마라로 75,서귀포시,33.117287,126.26605,2530
선흘방주할매식당,제주특별자치도 제주시 조천읍 선교로 212,제주시,33.484562,126.70035,6608
카페코지,제주특별자치도 서귀포시 성산읍 한도로 200,서귀포시,33.4682078,126.9292431,9973
갈치 카페,제주 서귀포시 중문관광로 31,서귀포시,33.25541,126.41456,3664
연정식당,제주특별자치도 제주시 신광로10길 29,제주시,33.483772,126.486824,5407
다금바리스타,제주특별자치도 제주시 한경면 노을해안로 1166,제주시,33.308743,126.1653,1172
허브팜카페,제주특별자치도 제주시 애월읍 애월해안로 454-9,제주시,33.47645,126.35463,2578
제주도원가든,제주특별자치도 제주시 1100로 2999,제주시,33.4546606,126.4865432,421
해오름정육식당,제주특별자치도 서귀포시 표선면 표선중앙로 77,서귀포시,33.326397,126.83265,4573
키다리아저씨,제주특별자치도 제주시 우도면 우도봉길 1,제주시,33.496246,126.95617,3683
오조파스타앤피자,제주특별자치도 서귀포시 성산읍 고성동서로 79,서귀포시,33.450954,126.91569,2620
루스트플레이스 제원점,제주특별자치도 제주시 노연로 62,제주시,33.4857727,126.4867175,3964
맛좋은디,제주특별자치도 제주시 구좌읍 세평항로 47,제주시,33.527473,126.85516,2335
망고홀릭 제주본점,제주 제주시 삼무로5길 2,제주시,33.4726272,126.484759,8168
타이웍,제주특별자치도 제주시 신설로11길 2,제주시,33.4913084,126.5441161,7275
바르왓,제주특별자치도 제주시 한림읍 한림남길 24,제주시,33.4095735,126.2692008,1956
제주이야기,제주특별자치도 제주시 구좌읍 행원로13길 67(행원리),제주시,33.55312,126.81699,10140
백양닭집,제주특별자치도 제주시 서문로6길 7,제주시,33.511322,126.51861,8264
최고집,제주특별자치도 서귀포시 김정문화로 71,서귀포시,33.2507966,126.5123065,36063
유기농커피 카페다,제주특별자치도 제주시 조천읍 신촌북3길 4-7,제주시,33.5375,126.61808,4224
아싸횟집,제주특별자치도 서귀포시 동홍중앙로 29-1,서귀포시,33.25354,126.571686,6626
잔디가미,제주특별자치도 제주시 우도면 우도해안길 912,제주시,33.4972931,126.9671356,1782
키친오브꾸르다기,제주특별자치도 제주시 도남로 167,제주시,33.496986,126.53534,1208
바위소리,제주특별자치도 제주시 우도면 우도해안길 1112,제주시,33.4976527,126.9690646,2252
우연못,제주특별자치도 제주시 은수길 110,제주시,33.4666722,126.4874383,1218
윤비자,제주특별자치도 제주시 한림읍 한림로 431,제주시,33.39981,126.247475,1264
윤식당,제주특별자치도 제주시 한림읍 한림로 431,제주시,33.39981,126.247475,2281
판포분식,제주특별자치도 제주시 한경면 판포1길 44-1,제주시,33.363693,126.19619,4383
허브랑,제주특별자치도 서귀포시 표선면 일주동로 6466,서귀포시,33.30778,126.78091,1564
그림상회화덕피자,제주특별자치도 서귀포시 표선면 중산간동로5570번길 9,서귀포시,33.326214,126.76501,7520
유다제주요코초,제주특별자치도 제주시 한림읍 한림로 656,제주시,33.4140603,126.2632839,218
뉴저지카페,제주특별자치도 제주시 한경면 녹차분재로 565,제주시,33.3201103,126.2648187,10438
카페제주동네,제주특별자치도 제주시 구좌읍 종달로5길 23,제주시,33.493282,126.8987,8423
삼일식당,제주특별자치도 제주시 한림읍 한림상로 92,제주시,33.40862,126.26358,6616
제주토속,제주특별자치도 제주시 동광로1길 27-1,제주시,33.502933,126.5280783,11007
월정리에서브런치,제주특별자치도 제주시 구좌읍 월정3길 53-4,제주시,33.55609,126.79492,10893
바람카페,제주특별자치도 제주시 516로 3041-15,제주시,33.446735,126.554665,5730
새벽숯불가든,제주특별자치도 서귀포시 성산읍 일주동로 4036,서귀포시,33.467613,126.906715,4759
빠라빠빵,제주특별자치도 제주시 서해안로 472-2,제주시,33.518814,126.48972,4897
천해천,제주특별자치도 제주시 한라대학로 25,제주시,33.483097,126.477234,18103
바움하우스,제주특별자치도 제주시 서해안로 448,제주시,33.517659,126.487575,1756
루스트플레이스 시청점,제주특별자치도 제주시 중앙로 230-1,제주시,33.498966,126.529854,3384
해이당,제주특별자치도 서귀포시 남원읍 남태해안로 118 (남원리) 2층 해이당,서귀포시,33.277423,126.7184213,268
루스트플레이스 아이파크점,제주특별자치도 제주시 노형8길 9,제주시,33.483097,126.477234,3324
키친그듸,제주특별자치도 제주시 애월읍 하귀동남1길 25-1 1층,제주시,33.485725,126.41371,6199
빠빠라기,제주특별자치도 제주시 신광로 45,제주시,33.4879855,126.4903506,3802
황금륭 버거,제주특별자치도 서귀포시 대정읍 칠전로 434,서귀포시,33.28664,126.2229,3172
제주 바닷가의 나루터,제주특별자치도 제주시 용담3동 1003-1,제주시,33.499622,126.53119,666
노조미,제주특별자치도 제주시 국기로2길 2-3,제주시,33.479515,126.49031,16208
베이비리프캠프,제주특별자치도 제주시 한경면 녹차분재로 354,제주시,33.3084155,126.2814219,302
코코부코,제주특별자치도 서귀포시 안덕면 형제해안로 13-1,서귀포시,33.227856,126.30515,1302
밥빠,제주특별자치도 제주시 구좌읍 해맞이해안로 990,제주시,33.543056,126.82989,5775
비올레,제주특별자치도 제주시 한림읍 한림로 510,제주시,33.404263,126.2536,6312
제주뚝배기,제주특별자치도 서귀포시 성산읍 일출로 255,서귀포시,33.4611419,126.932983,17026
석촌식당,제주특별자치도 제주시 중앙로2길 33,제주시,33.517265,126.52138,6932
리스투아,제주특별자치도 제주시 구남동2길 19-8,제주시,33.488973,126.5359777,738
종종캐주얼다이닝,제주특별자치도 제주시 과원북2길 66-1,제주시,33.47869,126.48944,3556
매기의 추억,제주특별자치도 제주시 한림읍 한림해안로 595,제주시,33.440884,126.27774,3940
올레삼다정,제주특별자치도 서귀포시 태평로537번길 48,서귀포시,33.25308,126.56996,3978
레이식당,제주특별자치도 제주시 구좌읍 해맞이해안로 1156-5,제주시,33.5360258,126.8395795,6774
미엘드세화,제주특별자치도 제주시 구좌읍 해맞이해안로 1464,제주시,33.52448,126.86187,5783
