제목,도로명주소,지역,위도,경도,인기점수
카페 공회당,제주특별자치도 제주시 구좌읍 종달로5길 33-1,제주시,33.4933871,126.8998305,232
리치망고 도두해안로점,제주특별자치도 제주시 서해안로 191,제주시,33.5057745,126.4687,602
삼일해장국,제주특별자치도 제주시 애월읍 하귀9길 14,제주시,33.483119,126.4148371,1404
제주해물밥,제주특별자치도 제주시 월대3길 14-6,제주시,33.4947,126.43402,25621
제스피,제주특별자치도 제주시 신대로16길 44,제주시,33.487152,126.491486,4914
제주흑돈세상수라간,제주특별자치도 서귀포시 중산간동로 8051,서귀포시,33.2639747,126.5566914,13386
중문신라원,제주특별자치도 서귀포시 천제연로 107,서귀포시,33.254517,126.41738,11710
지중해그릴,제주특별자치도 제주시 관덕로15길 11-1(일도일동),제주시,33.5143,126.52662,2876
옛날동문시장칼국수,제주특별자치도 제주시 동문로4길 9,제주시,33.5120807,126.5283388,13697
깅코,제주특별자치도 제주시 도령로 100,제주시,33.4908657,126.488621,906
사려니숲길화덕피자,제주특별자치도 제주시 조천읍 남조로 2133,제주시,33.481956,126.640686,7947
칠사돈,제주특별자치도 제주시 애월읍 애월해안로 906,제주시,33.4847302,126.3921125,3291
다가미(도남),제주특별자치도 제주시 도남로 111,제주시,33.490448,126.528725,9455
성아시,제주특별자치도 제주시 한림읍 금능길 68,제주시,33.38842,126.230446,6801
앤트러사이트,제주특별자치도 제주시 한림읍 한림로 564,제주시,33.407646,126.25817,33549
명진전복,제주특별자치도 제주시 구좌읍 해맞이해안로 1282,제주시,33.53242,126.84985,121186
돌코롬허니,제주특별자치도 제주시 구좌읍 김녕로 110,제주시,33.55443,126.74995,4028
귤꽃,제주특별자치도 제주시 조천읍 함덕2길 90,제주시,33.538567,126.65503,6373
미인계 카페,제주특별자치도 제주시 애월읍 금성1길 29-1,제주시,33.4469267,126.2998881,2932
다람쥐 식탁,제주특별자치도 제주시 한림읍 명월성로 10,제주시,33.364933,126.25859,5122
카페힐스,제주특별자치도 제주시 추자면 신양4길 18,제주시,33.9354341,126.3227638,1390
COOK FATHER(쿡파더),제주특별자치도 제주시 구좌읍 종달로1길 117,제주시,33.49626,126.90774,4615
다육이풍경,제주특별자치도 서귀포시 하효중앙로98번길 27,서귀포시,33.2588358,126.6225341,8276
김희선제주몸국,제주특별자치도 제주시 흥운길 73 (용담이동),제주시,33.515125,126.51395,1439
착한마녀김밥,제주 서귀포시 성산읍 고성오조로 64,서귀포시,33.449467,126.91513,4696
한우네백년해장국,제주특별자치도 제주시 신산로 6,제주시,33.512726,126.53173,5067
바다어사또,제주특별자치도 제주시 조천읍 조함해안로 478,제주시,33.543064,126.66409,5379
커피앤빵,제주특별자치도 제주시 추자면 추자로 58-1,제주시,33.96188,126.29397,3842
행복미가,제주특별자치도 제주시 구남동5길 12,제주시,33.4907433,126.5415302,4667
오드랑베이커리,제주특별자치도 제주시 조천읍 조함해안로 552-3,제주시,33.542137,126.671646,12510
복단지식당,제주특별자치도 제주시 한림읍 한림북동길 26,제주시,33.4174046,126.2640024,4968
제주전복이야기,제주특별자치도 서귀포시 대정읍 형제해안로 322,서귀포시,33.20677,126.29004,2330
제주삼다국수,제주특별자치도 서귀포시 김정문화로 59-1,서귀포시,33.2510739,126.5112127,8654
천제연토속음식점,제주특별자치도 서귀포시 천제연로 45,서귀포시,33.2569568,126.4111595,10724
루스트플레이스 베라체점,제주특별자치도 제주시 승천로 73,제주시,33.492416,126.54305,4324
루스트플레이스 서귀포점,제주특별자치도 서귀포시 신서로48번길 22,서귀포시,33.25358,126.507355,5429
누룽지식당,제주특별자치도 제주시 고산동산6길 15-1,제주시,33.4942197,126.5320533,3030
파리바게트 제스코본점,제주특별자치도 제주시 연북로 444,제주시,33.48046,126.52924,7262
쉬는팡가든,제주특별자치도 서귀포시 상예로 248,서귀포시,33.2667236,126.3944186,10166
파리바게트 애월,제주특별자치도 제주시 애월읍 애월로 128,제주시,33.464108,126.320885,7654
제주올레횟집,제주특별자치도 서귀포시 칠십리로 45,서귀포시,33.2408321,126.5618207,11271
월령203,제주특별자치도 제주시 한림읍 한림로 16-3,제주시,33.376152,126.21848,4184
베지그랑,제주특별자치도 서귀포시 효돈로170번길 20,서귀포시,33.262093,126.616516,4291
만부정,제주특별자치도 제주시 사장길 38,제주시,33.48196,126.49489,5548
리치망고,제주특별자치도 제주시 애월읍 애월해안로 272,제주시,33.4683713,126.3402434,71676
앞뱅디식당,제주특별자치도 제주시 선덕로 32,제주시,33.4853213,126.4999909,23936
애월리안,제주특별자치도 제주시 애월읍 애원로 4,제주시,33.4640331,126.3198363,4754
제주올레섬,제주특별자치도 제주시 선덕로 12,제주시,33.4854059,126.4978968,2838
아오리의 행방불명,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,서귀포시,33.3017501,126.3206458,3252
우진해장국,제주특별자치도 제주시 서사로 11,제주시,33.5114884,126.5200864,71292
소울키친,제주특별자치도 서귀포시 천제연로 131-7,서귀포시,33.254356,126.419655,5583
구이향연동점,제주특별자치도 제주시 연북로 68,제주시,33.481613,126.48853,3384
평대성게국수,제주특별자치도 제주시 구좌읍 해맞이해안로 1172,제주시,33.534233,126.83995,23794
에스프레소 라운지,제주특별자치도 제주시 한라대학로 1 (노형동),제주시,33.483097,126.477234,5395
경성통닭,제주특별자치도 서귀포시 중앙로42번길 17,서귀포시,33.248642,126.56357,3288
꽃향유,제주특별자치도 제주시 애월읍 고하상로 101,제주시,33.4569306,126.3475934,2536
돈가,제주특별자치도 제주시 문송길 36,제주시,33.486412,126.49712,3644
정서방해물뚝배기,제주특별자치도 제주시 연동3길 3,제주시,33.489494,126.48839,1542
마초그릴,제주특별자치도 제주시 중앙로 39,제주시,33.5147835,126.524992,7434
파니야그릴,제주특별자치도 서귀포시 중문로5번길 10,서귀포시,33.2527883,126.4226081,11400
난산리다방,제주특별자치도 서귀포시 성산읍 난산로41번길 39-2,서귀포시,33.3989363,126.8678823,452
제주한면가,제주특별자치도 제주시 조천읍 북선로 373,제주시,33.51203,126.70003,10033
"되도록 채식, 칠분의오",제주특별자치도 제주시 구좌읍 해맞이해안로 650-20,제주시,33.5584038,126.813213,1334
동복리해녀촌,제주특별자치도 제주시 구좌읍 동복로 33,제주시,33.553608,126.70991,21823
에릭스에스프레소 카페,제주특별자치도 제주시 구좌읍 구좌로 77,제주시,33.5214016,126.8589323,5199
나원회포차,제주특별자치도 서귀포시 동문동로 2 (서귀동),서귀포시,33.249676,126.56757,8149
제주담한식뷔페 구좌송당,제주특별자치도 제주시 구좌읍 비자림로 1575,제주시,33.4509119,126.7677935,6300
어멍밥상,제주특별자치도 서귀포시 중정로 22,서귀포시,33.247406,126.55873,9114
하몽인제주,제주특별자치도 제주시 한림읍 한림로 242,제주시,33.387806,126.23325,4915
중문덤장,제주특별자치도 서귀포시 천제연로 17,서귀포시,33.257664,126.40828,23369
하와유제주,제주특별자치도 제주시 애월읍 하귀로 85,제주시,33.482147,126.405624,3591
박장군,서귀포시 안덕면 중산간서로 2120,안덕면,33.28418,126.299034,4078
이오리,제주특별자치도 제주시 도리로 53,제주시,33.498657,126.45803,4742
루피카페,제주특별자치도 제주시 구좌읍 김녕로 79-2,제주시,33.554432,126.7468,766
평대랑 그네랑,제주특별자치도 제주시 구좌읍 대수길 22,제주시,33.53649,126.83832,7680
일오삼가든,제주특별자치도 제주시 진남로8길 13,제주시,33.5202404,126.5670524,4378
루스트플레이스 삼화점,제주특별자치도 제주시 화삼로 21,제주시,33.51443,126.5755,4782
황금무지개,제주특별자치도 서귀포시 표선면 표선관정로 113-2,서귀포시,33.323322,126.83222,4766
어부피자,제주특별자치도 서귀포시 성산읍 서성일로 1078-14,서귀포시,33.443462,126.89263,7630
시골길,제주특별자치도 제주시 연동13길 9,제주시,33.488842,126.49479,4127
숲속의작은집,제주특별자치도 제주시 주르레길 63,제주시,33.449406,126.47995,4408
카페 소바니,제주특별자치도 제주시 애월읍 곽지3길 18,제주시,33.448845,126.30551,4426
망고레이 함덕점,제주특별자치도 제주시 조천읍 조함해안로 504,제주시,33.54239,126.66692,9237
알라스카인제주 협재점,제주특별자치도 제주시 한림읍 협재6길 1,제주시,33.39521,126.24265,4238
우유부단 크림공작소,제주특별자치도 제주시 관덕로8길 7-5,제주시,33.51253,126.524185,5545
조끌락,제주특별자치도 제주시 구좌읍 김녕로21길 21,제주시,33.55773,126.75526,98
커피로카,제주특별자치도 제주시 고마로 86,제주시,33.5066094,126.5404817,1912
그대와함께라면,제주특별자치도 서귀포시 성산읍 환해장성로 929,서귀포시,33.4341333,126.9155328,7730
달빛머금은카페,제주특별자치도 제주시 중앙로3길 17,제주시,33.5156925,126.5264469,1982
맛있수다,제주특별자치도 서귀포시 예래로 50,서귀포시,33.2559341,126.401178,4693
서귀포바당물회,제주특별자치도 서귀포시 태평로 512번길 1-4 107호,서귀포시,33.249542,126.57284,8311
유나카페,제주특별자치도 서귀포시 남원읍 공천포로 81,서귀포시,33.266018,126.64182,2844
석다원,제주특별자치도 제주시 구좌읍 해맞이해안로 1752,제주시,33.5271,126.8892,4256
추억의 집,제주특별자치도 제주시 연삼로 414-1(이도이동),제주시,33.49581,126.53548,4014
하도리1091,제주특별자치도 제주시 구좌읍 하도13길 6,제주시,33.50871,126.88814,3328
국수바다 본점,제주특별자치도 서귀포시 일주서로 580,서귀포시,33.253023,126.447197,26417
쓰담뜨담,제주특별자치도 서귀포시 안덕면 난드르로 49-50,서귀포시,33.232338,126.36511,8753
도다모,제주특별자치도 제주시 신설로11길 5,제주시,33.4811111,126.5416667,9671
모슬포에서,제주특별자치도 서귀포시 대정읍 영서중로13번길 9-9,서귀포시,33.22151,126.25476,4515
봄날카페,제주특별자치도 제주시 애월읍 애월로1길 25,제주시,33.46246,126.30959,145212
순심이네한우흑돼지,제주특별자치도 서귀포시 안덕면 산방로 3,서귀포시,33.246075,126.33129,4382
도토리키친,제주특별자치도 제주시 북성로 59,제주시,33.5153851,126.5186671,8065
시영통닭,제주특별자치도 제주시 용문로 160,제주시,33.5086488,126.5104928,2708
교래흑돼지,제주특별자치도 제주시 조천읍 교래4길 73,제주시,33.4237,126.67509,9109
대니스카페,제주특별자치도 제주시 우도면 우도해안길 1128,제주시,33.497814,126.967995,2325
신촌덕인당,제주특별자치도 제주시 조천읍 신북로 36,제주시,33.532112,126.618706,7811
제주광어씨푸드레스토랑 표선점,제주특별자치도 서귀포시 표선면 표선당포로 7,서귀포시,33.325676,126.84353,6076
우도다방 돼지네땅콩손만두,제주특별자치도 제주시 우도면 우도로 28,제주시,33.494995,126.95319,4017
탐나는닭,제주시 신대로 169,신대로,33.482018,126.49667,146
얌얌키친,제주특별자치도 제주시 구좌읍 해맞이해안로 534,제주시,33.529167,126.85388,1626
카페멘도롱,제주특별자치도 서귀포시 대정읍 하모항구로 70,서귀포시,33.2194985,126.2515431,3606
아꼬떼카페,제주특별자치도 제주시 조천읍 선교로 548,제주시,33.45713,126.71081,4063
세컨드밀,제주특별자치도 제주시 남성로4길 3,제주시,33.5021941,126.5136855,1676
주상절리회국수,제주특별자치도 서귀포시 대포로 174,서귀포시,33.2387544,126.4396458,7772
써니하우스 커피&핫도그,제주특별자치도 서귀포시 안덕면 산방로 212,서귀포시,33.23643,126.31268,4664
돈채,제주특별자치도 제주시 우도면 우도로 16,제주시,33.49396,126.95229,3422
리치망고우도점,제주특별자치도 제주시 우도면 우도해안길 1132,제주시,33.4980277,126.9676373,3862
삼바리회센타,제주특별자치도 제주시 도남로7길 35,제주시,33.497143,126.52737,7225
진대감12제주,제주특별자치도 제주시 광평동로 45,제주시,33.483242,126.46864,3067
만세국수 삼성혈점,제주특별자치도 제주시 삼성로 29,제주시,33.5060627,126.5290897,7986
소길역,제주특별자치도 제주시 애월읍 소길2길 53,제주시,33.43808,126.38043,8198
유리네식당,제주특별자치도 제주시 연북로 146,제주시,33.4814363,126.4971069,13242
다소니,제주특별자치도 제주시 오남로6길 24,제주시,33.490672,126.5177399,984
쉬멍,제주특별자치도 제주시 구좌읍 해맞이해안로 1034,제주시,33.53994,126.83121,1450
한라산빵 1950,제주특별자치도 제주시 구산로 28,제주시,33.482927,126.5382678,8527
문동일셰프녹차고을,제주특별자치도 제주시 애월읍 하귀동남4길 13-1,제주시,33.4861735,126.415129,18079
우도동식이,제주특별자치도 제주시 우도면 우도해안길 276,제주시,33.504036,126.94191,9112
우무깨식당,제주특별자치도 제주시 우도면 우도해안길 356,제주시,33.50994,126.943535,4091
앙뚜아네트 탑동점,제주특별자치도 제주시 중앙로 13,제주시,33.5168663,126.5256918,3458
우정횟집,제주특별자치도 제주시 서부두길 16,제주시,33.517662,126.5284,5499
바농,제주특별자치도 서귀포시 이중섭로 19,서귀포시,33.246216,126.5643,2139
우도에서썸타,제주특별자치도 제주시 우도면 우도해안길 694,제주시,33.519844,126.95851,1509
올댓제주,제주특별자치도 제주시 중앙로1길 33 2층,제주시,33.5162354,126.5284396,5323
카페소금,제주특별자치도 제주시 애월읍 구엄길 96,제주시,33.4825056,126.3761037,5093
섬소나이,제주특별자치도 제주시 우도면 우도해안길 814,제주시,33.5131507,126.9579066,29241
카페태희,제주특별자치도 제주시 애월읍 곽지3길 27,제주시,33.449352,126.30442,6814
성미가든,제주특별자치도 제주시 조천읍 교래1길 2,제주시,33.437664,126.67696,8963
도두반점,제주특별자치도 제주시 서해안로 317,제주시,33.5095328,126.4792906,9825
어머니닭집,제주특별자치도 서귀포시 성산읍 고성오조로 13,서귀포시,33.44533,126.91341,8084
아찌국밥,제주특별자치도 제주시 한경면 고산로 34,제주시,33.304047,126.17972,11171
웬드구니,제주특별자치도 서귀포시 안덕면 사계신항로 1,서귀포시,33.25003,126.321014,12699
수모루국수,제주특별자치도 서귀포시 일주동로 9057,서귀포시,33.246784,126.5252,2656
한라네 김밥,제주특별자치도 서귀포시 일주동로 8697,서귀포시,33.252674,126.5594,7725
돈대장,제주특별자치도 제주시 흥운길 24-1 (용담이동),제주시,33.511047,126.51196,4107
더핀란드,제주특별자치도 제주시 서광로2길 27-2,제주시,33.4985404,126.5137092,2539
네모랑,제주 서귀포시 월드컵로 163,서귀포시,33.261562,126.49447,2659
우도아름다운소풍,제주특별자치도 제주시 우도면 우도해안길 446,제주시,33.51474,126.94959,5196
춘미향 식당,제주특별자치도 서귀포시 안덕면 산방로 382,서귀포시,33.231575,126.296295,7146
우도해광식당,제주특별자치도 제주시 우도면 하고수길 69,제주시,33.513447,126.956894,8943
우도자연,제주특별자치도 제주시 우도면 우도해안길 602,제주시,33.524437,126.95258,7082
봉자커피 봉개점,제주특별자치도 제주시 번영로 540,제주시,33.4880416,126.5983443,3399
산방식당(모슬포본점),제주특별자치도 서귀포시 대정읍 하모이삼로 62,서귀포시,33.223396,126.2543,33788
우도일출해올레가든,제주특별자치도 제주시 우도면 하고수길 13,제주시,33.509407,126.95429,1688
아웃도어키친,제주특별자치도 서귀포시 동홍로 370,서귀포시,33.280254,126.56486,5648
블루하우스,제주특별자치도 서귀포시 중앙로 73,서귀포시,33.251194,126.56117,2214
거기제주,제주특별자치도 서귀포시 대정읍 노을해안로 732 (신도리),서귀포시,33.2771433,126.1705781,3256
내담,제주특별자치도 서귀포시 예래로 296-1,서귀포시,33.241455,126.38309,3472
중문어촌계해녀의집,제주특별자치도 서귀포시 중문관광로 194,서귀포시,33.24265,126.41892,24167
메리앤폴,제주특별자치도 제주시 한림읍 일주서로 5872,제주시,33.443455,126.2936,3649
오라오거리정식,제주특별자치도 제주시 서광로 103,제주시,33.50044,126.50761,1666
목포고을,제주특별자치도 서귀포시 일주서로 968-5,서귀포시,33.2814107,126.4111118,15137
국수장터,제주특별자치도 제주시 동광로 50-1,제주시,33.5027151,126.5342559,7784
물고기카페,제주특별자치도 서귀포시 안덕면 난드르로 25-7,서귀포시,33.23432,126.36529,3859
하우스레서피,제주특별자치도 제주시 한림읍 일주서로 5892,제주시,33.443916,126.29547,3549
만선식당,제주특별자치도 서귀포시 대정읍 하모항구로 44,서귀포시,33.499622,126.53119,21877
구좌상회,제주특별자치도 제주시 구좌읍 월정1길 55,제주시,33.54681,126.78381,36386
몬떼마레,제주특별자치도 서귀포시 안덕면 사계북로 120 루시드엠빌딩,서귀포시,33.2368522,126.3005544,4867
복댕이,제주특별자치도 서귀포시 성산읍 일출로 34,서귀포시,33.44761,126.91659,4522
미영이네,제주 서귀포시 대정읍 하모항구로 42,서귀포시,33.21765,126.2499,16440
우도씨,제주특별자치도 제주시 우도면 우도해안길 1056,제주시,33.502277,126.96945,1420
하빌리스,제주특별자치도 제주시 전농로 37,제주시,33.504623,126.517235,1554
바람개비,제주특별자치도 제주시 우도면 우도해안길 1032,제주시,33.50374,126.9677,2105
에이팩토리 커피앤북스,제주특별자치도 제주시 탑동로 11,제주시,33.51695,126.52344,1652
우도앤살레,제주특별자치도 제주시 우도면 우도해안길 816,제주시,33.513073,126.95785,690
물꼬해녀의집,제주특별자치도 제주시 우도면 우도해안길 496,제주시,33.518635,126.94996,7346
제주분식,제주특별자치도 제주시 귀아랑길 23,제주시,33.491447,126.49762,2360
달마야해물탕,제주특별자치도 제주시 조천읍 북촌7길 37,제주시,33.5511417,126.6933531,4645
가시아방,제주특별자치도 서귀포시 성산읍 섭지코지로 10,서귀포시,33.4242095,126.931111,81601
차귀놀,제주특별자치도 제주시 한경면 한경해안로 136,제주시,33.322258,126.16691,3978
카고크루즈,제주특별자치도 제주시 탑동로 43,제주시,33.5175741,126.5204004,718
크리메이트,제주특별자치도 제주시 신설로6길 8 1층,제주시,33.476097,126.5543,5224
한라통닭,제주특별자치도 서귀포시 중정로73번길 13,서귀포시,33.2492088,126.5639079,4242
연동국수가게,제주특별자치도 제주시 연화로 2길 18,제주시,33.47728,126.48917,7880
올래국수,제주특별자치도 제주시 귀아랑길 24 (연동),제주시,33.4915,126.4973,143988
올레7돈 (올레칠돈),제주특별자치도 서귀포시 월평하원로 20,서귀포시,33.2438514,126.4596356,28277
제주 강남해물탕,제주특별자치도 서귀포시 대정읍 형제해안로 316,서귀포시,33.2071934,126.2903538,8274
말이,제주특별자치도 제주시 구좌읍 세화1길 40,제주시,33.52665,126.85567,5686
노라바,제주특별자치도 제주시 애월읍 구엄길 100,제주시,33.48283,126.376434,10725
섭지코지화덕피자,제주특별자치도 서귀포시 성산읍 신양로 102,서귀포시,33.4364202,126.9206412,2542
수다뜰,제주특별자치도 제주시 구좌읍 용눈이오름로 8,제주시,33.491867,126.89316,4981
바다의술책,제주특별자치도 제주시 한림읍 한림해안로 562,제주시,33.438766,126.27617,1106
참이쁜돼지,제주특별자치도 서귀포시 천제연로232번길 16,서귀포시,33.250095,126.43012,2238
호박다방,제주특별자치도 제주시 애월읍 일주서로 6111,제주시,33.456005,126.30891,9382
핸즈키친,제주특별자치도 제주시 구좌읍 비자숲길 13,제주시,33.495453,126.81211,660
문화통닭,제주특별자치도 서귀포시 성산읍 고성오조로 81,서귀포시,33.450886,126.91441,4925
망고홀릭 법환점,제주특별자치도 서귀포시 막숙포로 83,서귀포시,33.2343512,126.5134198,2495
흑돼지킹생구이전문점,제주특별자치도 제주시 도령로11길 26-9,제주시,33.4929123,126.4877418,8527
찰리아저씨맛집,제주특별자치도 제주시 한경면 용고로 118-2,제주시,33.3031554,126.1774634,916
호돌이식당,제주특별자치도 제주시 한림읍 비양도길 284,제주시,33.406414,126.23035,5686
코코마마,제주특별자치도 서귀포시 성산읍 일출로 258-11,서귀포시,33.4610216,126.9343367,9784
어진이네 횟집,제주특별자치도 서귀포시 보목포로 93,서귀포시,33.2408963,126.6106901,50157
끌림,제주특별자치도 서귀포시 성산읍 일주동로 4224,서귀포시,33.45145,126.91167,2537
빨간모자마법사,제주특별자치도 서귀포시 안덕면 녹차분재로59번길 3,서귀포시,33.29038,126.30143,8828
제주설심당 본점,제주특별자치도 제주시 서해안로 504,제주시,33.5194453,126.493001,870
용출횟집,제주특별자치도 제주시 용담3동 505,제주시,33.51623044,126.5078092,1899
스시호시카이,제주특별자치도 제주시 오남로 90,제주시,33.487827,126.51764,15466
대우정,제주특별자치도 서귀포시 이어도로 866-37,서귀포시,33.2331332,126.5070238,37212
섭지해녀의집,제주특별자치도 서귀포시 성산읍 섭지코지로 95,서귀포시,33.4337359,126.9253996,13342
LMNT,제주특별자치도 서귀포시 중문관광로110번길 31,서귀포시,33.2814107,126.4111118,2260
엘리엇스체어,제주특별자치도 제주시 구남동5길 14,제주시,33.489918,126.54029,784
고래라면,제주특별자치도 서귀포시 성산읍 삼달로 104,서귀포시,33.37195,126.85841,35608
번개피자,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항공우주박물관 3층,서귀포시,33.30297,126.299065,3664
보물섬(대정),제주특별자치도 서귀포시 대정읍 최남단해안로 119,서귀포시,33.21146,126.25661,2792
커피주의보,제주특별자치도 제주시 남광로 16,제주시,33.492676,126.538155,2934
저스트쉬림프,제주특별자치도 제주시 애월읍 하귀10길 49-1,제주시,33.489346,126.41041,4455
태광식당,제주특별자치도 제주시 탑동로 144,제주시,33.5126542,126.5187352,9489
대성아귀찜,제주특별자치도 제주시 조천읍 함덕3길 4,제주시,33.54425,126.658,4118
카페숑,제주특별자치도 서귀포시 남원읍 공천포로 91,서귀포시,33.266415,126.64283,5962
윌라라,제주특별자치도 서귀포시 성산읍 성산중앙로 33,서귀포시,33.46289,126.932846,3264
커피코알라,제주특별자치도 제주시 과원북4길 71,제주시,33.48121,126.48916,2806
냠냠제주,제주특별자치도 제주시 조천읍 신조로 121,제주시,33.5195859,126.6320441,11823
초밥군커피씨,제주특별자치도 제주시 신선동길 19-1,제주시,33.5100843,126.5310428,8610
라운지엑스 애월점,제주특별자치도 제주시 애월읍 천덕로 880-24 A동 B1,제주시,33.3908081,126.3625262,978