도로명주소,지역,위도,경도,인기점수,
제주유리박물관,제주특별자치도 서귀포시 중산간서로 1403,서귀포시,33.278397,126.370186,60656
범섬,제주특별자치도 서귀포시 법환동,서귀포시,33.218575,126.517075,60653
제주국제공항,제주특별자치도 제주시 공항로 2,제주시,33.5063344,126.4952613,60572
교래자연휴양림,제주특별자치도 제주시 조천읍 남조로 2023,제주시,33.436817,126.66685,60476
한라생태숲,제주특별자치도 제주시 516로 2596,제주시,33.430924,126.595761,60073
퍼시픽 리솜 마린스테이지,제주특별자치도 서귀포시 중문관광로 154-17,서귀포시,33.2444327,126.4161942,59968
제주올레 17코스,제주특별자치도 제주시 도두1동 2612-1,제주시,33.505222,126.467964,59837
엉덩물계곡,제주특별자치도 서귀포시 중문관광로 192,서귀포시,33.2464,126.414536,59578
제주세계자연유산센터,제주특별자치도 제주시 조천읍 선흘리 478,제주시,33.500607,126.65108,58922
제주곶자왈도립공원,제주특별자치도 서귀포시 대정읍 에듀시티로 178,서귀포시,33.282955,126.27152,58616
저지 예술인 마을,제주특별자치도 제주시 한경면 저지14길 28-4,제주시,33.3394612,126.2672295,58223
산방산 랜드,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32,서귀포시,33.233696,126.311775,58136
신흥2리 동백마을,제주특별자치도 서귀포시 남원읍 한신로531번길 22-1,서귀포시,33.3201238,126.7451631,57672
성산항,제주특별자치도 서귀포시 성산읍 성산등용로 129-21,서귀포시,33.4721117,126.9331983,56988
제주올레 18코스,제주특별자치도 제주시 삼양1동 1131-2,제주시,33.528675,126.596535,56983
지니어스 로사이,제주특별자치도 서귀포시 성산읍 고성리 21,서귀포시,33.429596,126.9321,56323
노루생태관찰원,제주특별자치도 제주시 명림로 520,제주시,33.4087482,126.635052,55786
세리월드 테마파크,제주특별자치도 서귀포시 법환상로2번길 97-13,서귀포시,33.247314,126.51267,55399
선운정사,제주특별자치도 제주시 애월읍 구몰동길 65,제주시,33.429344,126.307205,55275
김녕 지질트레일,제주특별자치도 제주시 구좌읍 김녕로 209,제주시,33.5562,126.76165,55102
남원큰엉해변,제주특별자치도 서귀포시 남원읍 태위로 522-17,서귀포시,33.27338,126.70375,54999
사라봉,제주특별자치도 제주시 사라봉동길 61,제주시,33.51839778,126.5439168,54911
화순금모래해수욕장 담수풀장,제주특별자치도 서귀포시 안덕면 화순리 776-8,서귀포시,33.239594,126.33577,54701
우도 비양도,제주특별자치도 제주시 우도면 연평리,제주시,33.51471144,126.9674229,54443
코코몽 에코파크,제주특별자치도 서귀포시 남원읍 태위로 536,서귀포시,33.27463,126.70585,54197
천아숲길 천아계곡,제주특별자치도 제주시 애월읍 봉성리 산 1,제주시,33.355183,126.4252,53609
탑동,제주특별자치도 제주시 중앙로 2,제주시,33.518116,126.5241853,53219
화순곶자왈생태탐방숲길,제주특별자치도 서귀포시 안덕면 화순서동로 151,서귀포시,33.264614,126.33123,52827
싱계물 공원,제주 제주시 한경면 신창리 1322-1,제주시,33.343376,126.173996,52567
신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 88,서귀포시,33.4351929,126.9232266,52527
초콜릿랜드,제주특별자치도 서귀포시 중문관광로110번길 15,서귀포시,33.249115,126.41363,51764
성읍랜드,제주특별자치도 서귀포시 표선면 번영로 2650,서귀포시,33.3986187,126.7873531,51048
흑돼지거리,제주특별자치도 제주시 건입동,제주시,33.5132674,126.5511425,50404
지미봉,제주특별자치도 제주시 구좌읍 종달로1길 91-16,제주시,33.48953474,126.8779419,49867
미천굴,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,서귀포시,33.3835243,126.8413634,49739
삼다수숲길 지질트레일,제주특별자치도 제주시 조천읍 교래리 산 70-24,제주시,33.4180631,126.6534847,49447
화순금모래해수욕장,제주특별자치도 서귀포시 안덕면 화순해안로 91,서귀포시,33.23957949,126.3338399,49395
대장금촬영지(제주민속촌),제주특별자치도 서귀포시 표선면 민속해안로 631-34,서귀포시,33.322346,126.841484,49383
마라도잠수함,제주특별자치도 서귀포시 안덕면 형제해안로 13,서귀포시,33.22783,126.305435,49373
제주 카약올레,제주특별자치도 제주시 애월읍 애월로1길 22,제주시,0,0,48982
제주올레 5코스,제주특별자치도 서귀포시 남원읍 남태해안로 140,서귀포시,33.273167,126.70446,48189
김녕금속공예벽화마을,제주특별자치도 제주시 구좌읍 김녕항3길 18-16,제주시,33.557953,126.74662,47772
용담/용두암 해안도로,제주특별자치도 제주시 서해안로 687-8,제주시,33.51556,126.51218,47509
천왕사,제주특별자치도 제주시 1100로 2528-111,제주시,33.40763,126.49491,47327
청수곶자왈,제주특별자치도 제주시 한경면 대한로 1036,제주시,33.305817,126.26187,46760
서귀포천문과학문화관,제주특별자치도 서귀포시 1100로 506-1,서귀포시,33.28769,126.46199,46313
제주참숯가마찜질방,제주특별자치도 서귀포시 성산읍 삼달로 47,서귀포시,33.3822884,126.8347756,45878
제주추사관,제주특별자치도 서귀포시 대정읍 추사로 44,서귀포시,33.25022,126.27838,45739
아프리카박물관,제주특별자치도 서귀포시 이어도로 49,서귀포시,33.23984,126.429146,45666
알작지해변,제주특별자치도 제주시 테우해안로 60,제주시,33.49593405,126.4391301,45103
전농로 서사라문화거리,제주특별자치도 제주시 서사로7길 27,제주시,33.506634,126.522415,45072
점보빌리지,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,서귀포시,33.275467,126.305115,44320
쇠소깍해변,제주특별자치도 서귀포시 하효동,서귀포시,33.25114,126.62344,44279
쉬리의언덕,제주특별자치도 서귀포시 중문관광로72번길 114,서귀포시,33.244597,126.406077,44232
제주올레 15-A코스,제주특별자치도 제주시 애월읍 납읍리 2695-5,제주시,33.430183,126.319374,44166
새섬,제주특별자치도 서귀포시 남성중로 40,서귀포시,33.23647274,126.5615906,43845
제주국제컨벤션센터 icc,제주특별자치도 서귀포시 중문관광로 224,서귀포시,33.241364,126.424515,43811
아끈다랑쉬,제주특별자치도 제주시 구좌읍 세화리 2593,제주시,33.47431258,126.8311494,43371
돈내코유원지,제주특별자치도 서귀포시 돈내코로 120,서귀포시,33.30042,126.584206,43305
제주도립김창열미술관,제주특별자치도 제주시 한경면 용금로 883-5,제주시,33.3389037,126.2682351,43132
연화못,제주특별자치도 제주시 애월읍 고하상로,제주시,33.446693,126.35397,43130
한라산소주공장,제주특별자치도 제주시 한림읍 한림로 555,제주시,33.4073649,126.2563337,42773
걸매생태공원,제주특별자치도 서귀포시 서홍동 1207,서귀포시,33.252052,126.554306,42598
하도해변,제주특별자치도 제주시 구좌읍 해맞이해안로,제주시,33.5183,126.9017,42153
안돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-2,제주시,33.45711281,126.756355,42052
성산·오조 지질트레일,제주특별자치도 서귀포시 성산읍 오조로 30,서귀포시,33.456703,126.914986,41752
빌레못동굴,제주특별자치도 제주시 애월읍 어음리 1391,제주시,33.408165,126.35178,41469
피규어뮤지엄 제주,제주특별자치도 서귀포시 안덕면 한창로 243,서귀포시,33.2819208,126.3555472,41351
제주카트클럽,제주특별자치도 제주시 한림읍 중산간서로 3853,제주시,33.347687,126.25606,41306
제주문예회관,제주특별자치도 제주시 동광로 69,제주시,33.5043089,126.5353859,41274
송당승마장,제주특별자치도 제주시 구좌읍 번영로 2015,제주시,33.43554,126.741356,40923
제주올레 19코스,제주특별자치도 제주시 조천읍 조천리 1142,제주시,33.52431,126.64442,40748
토이파크,제주특별자치도 서귀포시 안덕면 동광로 267-7,서귀포시,33.319084,126.34573,40608
서귀다원,제주특별자치도 서귀포시 516로 717,서귀포시,33.312805,126.596466,40498
금능석물원,제주특별자치도 제주시 한림읍 한림로 176,제주시,33.38459,126.226875,40435
쌍용굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,제주시,33.3894949,126.2396825,40415
아이리스촬영지(하얀등대),제주특별자치도 서귀포시 표선면,서귀포시,33.319492,126.84776,40140
두맹이골목,제주특별자치도 제주시 동문로16길 17-4,제주시,33.51202,126.53499,39378
서귀포항,제주특별자치도 서귀포시 칠십리로72번길 14,서귀포시,33.239174,126.56545,39378
소정방폭포,제주특별자치도 서귀포시 칠십리로214번길 17-17,서귀포시,33.2450745,126.5774938,39213
송악산 진지동굴,제주특별자치도 서귀포시 대정읍 상모리,서귀포시,33.19995931,126.2932269,39022
마린파크,제주특별자치도 서귀포시 안덕면 화순중앙로 132,서귀포시,33.240707,126.334724,38771
큰노꼬메오름,제주특별자치도 제주시 애월읍 유수암리 산 138,제주시,33.39231,126.41524,38256
5.16도로숲터널,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,서귀포시,33.36869,126.62519,38210
신화워터파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,서귀포시,33.3017501,126.3206458,37891
성읍녹차마을,제주특별자치도 서귀포시 표선면 중산간동로 4778,서귀포시,33.4112985,126.7819256,37739
레이저서바이벌M,제주특별자치도 제주시 신광로 58 4층,제주시,33.4870349,126.4897301,37607
자구리공원,제주특별자치도 서귀포시 칠십리로 145,서귀포시,33.24342322,126.5694497,37305
중문미로파크,제주특별자치도 서귀포시 일주서로 1225-5,서귀포시,33.2631,126.38159,37230
종달리해안도로,제주특별자치도 제주시 구좌읍 종달리 630-1,제주시,33.482853,126.901794,37170
산지천,제주특별자치도 제주시 건입동,제주시,33.51317119,126.5272515,37152
뽀로로&타요 테마파크 제주,제주특별자치도 서귀포시 안덕면 병악로 269,서귀포시,33.3009289,126.3710876,37113
쇠소깍해양레저타운,제주특별자치도 서귀포시 쇠소깍로 151-8 (하효동),서귀포시,33.250526,126.62091,36654
제주힐링명상센터,제주특별자치도 제주시 애월읍 어음13길 196,제주시,33.3954954,126.3611333,36172
김녕해수욕장야영장,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,제주시,33.55699,126.7602,35945
용담레포츠공원,제주특별자치도 제주시 서해안로 580,제주시,33.517963,126.49961,35710
해품은체험농장,제주특별자치도 서귀포시 성산읍 서성일로 1078-14,서귀포시,33.443462,126.89263,35435
약천사 템플스테이,제주특별자치도 서귀포시 이어도로 293-28 (대포동),서귀포시,33.24533,126.44967,35356
플레이박스VR,제주특별자치도 제주시 은수길 69,제주시,33.47011,126.487595,35296
"저지오름(닥몰오름,새오름)",제주특별자치도 제주시 한경면 저지리 산 51,제주시,33.333008,126.25095,35199
섬속의섬우도렌트,제주특별자치도 제주시 우도면 우도해안길 84-2,제주시,33.5033191,126.9556775,35046
산방산유람선,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,서귀포시,33.236904,126.33513,34891
서복전시관,제주특별자치도 서귀포시 칠십리로 156-8,서귀포시,33.2448641,126.5706551,34874
토끼섬,제주특별자치도 제주시 구좌읍 하도리,제주시,33.52437537,126.9028257,34704
윈드1947 카트 테마파크,제주특별자치도 서귀포시 토평공단로 78-27,서귀포시,33.289717,126.5888625,34644
휴림,제주특별자치도 제주시 애월읍 광령남서길 40,제주시,33.3701721,126.4819697,34546
서프라이즈테마파크,제주특별자치도 제주시 조천읍 남조로 2243,제주시,33.4819547,126.6406839,34353
제주올레 4코스,제주특별자치도 서귀포시 남원읍 태흥리 200-2,서귀포시,33.299873,126.75359,34207
마라도성당,제주특별자치도 서귀포시 대정읍 마라로 153,서귀포시,33.11572697,126.2691737,33973
한림항,제주특별자치도 제주시 한림읍 한림해안로 192,제주시,33.419075,126.26264,33954
김만덕객주,제주특별자치도 제주시 임항로 68,제주시,33.5164883,126.5322757,33755
제주난타,제주특별자치도 제주시 선돌목동길 56-26,제주시,33.445293,126.54792,33662
이중섭거주지,제주특별자치도 서귀포시 이중섭로 29,서귀포시,33.2455319,126.564526,33591
별내린전망대,제주특별자치도 서귀포시 색달동 2938-1,서귀포시,33.24755,126.4168,33575
방림원,제주특별자치도 제주시 한경면 용금로 864,제주시,33.336983,126.26866,33537
산양큰엉곶,제주특별자치도제주시 한경면 청수리 956-6,한경면,33.29201593,126.2522132,33377
별방진,제주특별자치도 제주시 구좌읍 하도리 3354,제주시,33.52612,126.88438,33276
보물섬하이킹,제주특별자치도 제주시 용문로14길 14,제주시,33.50585,126.510254,32821
문섬(서귀포해양도립공원),제주특별자치도 서귀포시 칠십리로,서귀포시,33.226475,126.565994,32815
용두암해안도로카페거리,제주특별자치도 제주시 용담3동,제주시,33.519577,126.492165,32677
형제섬,제주특별자치도 서귀포시 안덕면 사계리 산 44,서귀포시,33.209785,126.31431,32641
탑동해변공연장,제주특별자치도 제주시 중앙로 2,제주시,33.518116,126.5241853,32520
빛의 벙커,제주특별자치도 서귀포시 성산읍 고성리  2039-22,서귀포시,33.4398006,126.8991174,32465
제주올레 1-1코스,제주특별자치도 제주시 우도면 연평리 2473-1,제주시,33.505802,126.94178,32124
제주 패러글라이딩 스쿨,"제주특별자치도 제주시 신선길 17-6, 일도주택3층(일도2동)",제주시,33.510384,126.53031,32083
섯알오름,제주특별자치도 서귀포시 대정읍 상모리 1618,서귀포시,33.20450506,126.281676,32013
하고수동해변,제주특별자치도 제주시 우도면 연평리,제주시,33.514126,126.958595,31959
낙천리아홉굿의자마을,제주시 한경면 낙수로 97,한경면,33.32757,126.22681,31951
산지등대,제주특별자치도 제주시 사라봉동길 108-1 (건입동),제주시,33.52147,126.54543,31681
사계해안도로,제주특별자치도 서귀포시 안덕면 사계리,서귀포시,33.21973,126.29425,31599
영주산,제주특별자치도 서귀포시 표선면 번영로,서귀포시,33.405403,126.79736,31587
성산 유채꽃재배단지,제주특별자치도 서귀포시 성산읍 일출로,서귀포시,33.449998,126.9224688,31281
사려니오름,제주특별자치도 서귀포시 남원읍 516로 1648-87,서귀포시,33.3350666,126.6432356,31215
하멜상선전시관,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-30,서귀포시,33.23343,126.31374,30951
제주올레 20코스,제주특별자치도 제주시 구좌읍 행원동길 22,제주시,33.554977,126.7993,30860
제주올레 16코스,제주특별자치도 제주시 애월읍 고내리 1111-2,제주시,33.466846,126.338135,30856
조천함덕해안도로,제주특별자치도 제주시 조천읍 조천8길 14-1,제주시,33.52976,126.6448,30397
서건도,제주특별자치도 서귀포시 강정동 산 1,서귀포시,33.23007,126.49852,30168
제주올레 2코스,제주특별자치도 서귀포시 성산읍 고성리 2563-3,서귀포시,33.43367,126.8973,30151
정물오름,제주특별자치도 제주시 한림읍 금악리 산 52-1,제주시,33.33764,126.33035,30053
카카오본사(구 스페이스닷원),제주특별자치도 제주시 첨단로 242,제주시,33.4500257,126.5733138,29984
제주돌마을공원,제주특별자치도 제주시 한림읍 금능남로 421,제주시,33.3537549,126.2536813,29870
장생의 숲길,제주특별자치도 제주시 명림로 584,제주시,33.439373,126.62845,29869
제주올레 3코스,제주특별자치도 서귀포시 표선면 하천리 87-1,서귀포시,33.33356,126.84455,29773
사라봉공원,제주특별자치도 제주시 사라봉동길 74 (건입동),제주시,33.51921,126.5473,29743
우도등대,제주특별자치도 제주시 우도면 우도봉길 105,제주시,33.50332,126.95568,29491
어승생승마장 Horseland Jeju,제주특별자치도 제주시 1100로 2659 (노형동),제주시,33.425396,126.49087,29455
더마카트,제주특별자치도 제주시 한림읍 월림7길 155,제주시,33.355522,126.24203,29089
갯깍주상절리,제주특별자치도 서귀포시 예래해안로 357,서귀포시,33.2409655,126.3958822,29070
세계술박물관,제주특별자치도 서귀포시 표선면 한마음초등로 431,서귀포시,33.3539592,126.817669,28950
제주제트,제주특별자치도 서귀포시 대포로 172-5,서귀포시,33.2435151,126.4352216,28949
제주카약,제주특별자치도 제주시 조천읍 평사길 19,제주시,33.5437998,126.6739948,28825
탐나라공화국(제주남이섬),제주특별자치도 제주시 한림읍 한창로 897,제주시,33.355577,126.3056877,28777
디스커버제주,제주특별자치도 서귀포시 대포로 26,서귀포시,33.2435151,126.4352216,28692
평대리해변,제주특별자치도 제주시 구좌읍 평대리 515-24,제주시,33.53231,126.84808,28664
영실기암,제주특별자치도 서귀포시 하원동,서귀포시,33.34389,126.4925,28641
해적잠수함,제주특별자치도 제주시 한경면 노을해안로 1146,제주시,33.308254,126.1647,28571
붉은오름(표선면),제주특별자치도 서귀포시 표선면 남조로 1487-73,서귀포시,33.3828211,126.7313785,28514
세계조가비박물관,제주특별자치도 서귀포시 태평로 284,서귀포시,33.2475156,126.55173,28393
제주올레 9코스,제주특별자치도 서귀포시 안덕면 감산리 982-2,서귀포시,33.2371,126.36139,28335
한국야구명예전당(야구박물관),제주특별자치도 서귀포시 중산간서로 97-1,서귀포시,33.26081,126.49815,28316
파파빌레,제주특별자치도 제주시 조천읍 남조로 2185,제주시,33.4634233,126.6520259,28098
오조포구,제주특별자치도 서귀포시 성산읍 오조리,서귀포시,33.462772,126.92111,28037
성널오름 (성판악),제주특별자치도 서귀포시 남원읍 신례리,서귀포시,33.37372,126.59245,27938
고살리숲길,제주특별자치도 서귀포시 남원읍 하례리 산 54-2,서귀포시,33.31648864,126.5975409,27794
올레여행자센터,제주특별자치도 서귀포시 중정로 22,서귀포시,33.247406,126.55873,27754
엉알해안산책로,제주특별자치도 제주시 한경면 노을해안로 1143,제주시,33.3079446,126.164135,27737
제주올레 14코스,제주특별자치도 제주시 한림읍 월령리 산 9-15,제주시,33.371227,126.224846,27653
법환포구,제주특별자치도 서귀포시 막숙포로37번길 2,서귀포시,33.237774,126.51579,27550
강정천유원지,제주특별자치도 서귀포시 강정통물로 (강정동),서귀포시,33.233673,126.49047,27361
섶섬(서귀포해양도립공원),제주특별자치도 서귀포시 마소물로,서귀포시,33.230137,126.5992,27352
어리목계곡,제주특별자치도 제주시 1100로 2070-61,제주시,33.3967883,126.4878526,27302
숫모르편백나무숲길,제주특별자치도 제주시 516로 2596,제주시,33.430923,126.595764,27282
황금굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,제주시,33.3879944,126.2397837,27126
애월 한담 카약,제주 제주시 애월읍 애월로1길 25,제주시,33.46246,126.30959,26964
검멀레동굴,제주특별자치도 제주시 우도면,제주시,33.49634,126.96676,26915
최영장군사당,제주특별자치도 제주시 추자면 대서3길 10,제주시,33.964085,126.295525,26892
표선세화해안도로,제주특별자치도 서귀포시 표선면 표선리,서귀포시,33.524757,126.8606,26879
조안베어뮤지엄,제주특별자치도 서귀포시 대포로 113 (대포동),서귀포시,33.2402778,126.4341667,26710
지포뮤지엄,제주특별자치도 서귀포시 성산읍 섭지코지로 107,서귀포시,33.430576,126.92777,26618
서귀포층패류화석산지,제주특별자치도 서귀포시 남성중로 43,서귀포시,33.23962511,126.5579874,26615
숨도(구.석부작박물관),제주특별자치도 서귀포시 일주동로 8941 (호근동),서귀포시,33.250103,126.53654,26491
단산(바굼지오름),제주특별자치도 서귀포시 안덕면 향교로 165-23,서귀포시,33.2399744,126.2891838,26447
황우지해안 열두굴,제주특별자치도 서귀포시 서홍동 764-1,서귀포시,33.23915,126.54786,26256
제주 삼양동 유적,제주특별자치도 제주시 선사로2길 13 (삼양일동),제주시,33.523994,126.58665,26241
고근산(고공산),제주특별자치도 서귀포시 고근산로202번길 48,서귀포시,33.26679698,126.5137438,26240
해맞이해안로,제주특별자치도 제주시 구좌읍 김녕리,제주시,33.558674,126.79477,26152
이랜드뮤지엄,제주특별자치도 제주시 한림해안로 530,제주시,33.436172,126.27444,26132
낙타트래킹,제주특별자치도 서귀포시 표선면 번영로 2564-21,서귀포시,33.40256,126.77849,26119
함덕카페거리,제주특별자치도 제주시 조천읍 함덕리,제주시,33.54264,126.66915,26114
제주올레 12코스,제주특별자치도 서귀포시 대정읍 신도리 2883-2,서귀포시,33.286324,126.171646,26112
"당산봉(당오름,차귀오름)",제주특별자치도 제주시 한경면 고산리 산 15,제주시,33.30769668,126.1726693,26056
화조원,제주특별자치도 제주시 애월읍 애원로 804,제주시,33.411109,126.3714311,26033
어린이교통공원,제주특별자치도 제주시 명림로 437 (봉개동 4.3 공원 맞은편),제주시,33.451493,126.6234132,26014
액티브파크,제주특별자치도 제주시 한림읍 금능남로 76,제주시,33.3598575,126.2460727,25936
순례자의교회,제주특별자치도 제주시 한경면 일주서로 3960-24,제주시,33.319828,126.18061,25923
제주아리랑 NEW 혼,제주특별자치도 서귀포시 표선면 번영로 2564-21,서귀포시,33.4034064,126.7794495,25922
그랑블루 요트투어,제주특별자치도 서귀포시 대포로 172-7 2층 그랑블루요트,서귀포시,33.238754,126.439644,25543
장전리 벚꽃축제길,제주특별자치도 제주시 애월읍 광상로 403,제주시,33.44326,126.390686,25318
에코승마아카데미(구.제주승마장),제주특별자치도 제주시 조천읍 교래리 39-3번지 (비자림로 1065),제주시,33.4276176,126.6665803,25221
제주월드21(철거),제주특별자치도 제주시 임항로 17,제주시,33.51673,126.52715,25159
왈종미술관,제주특별자치도 서귀포시 칠십리로214번길 30,서귀포시,33.245224,126.5739,24762
제주 카카오캠핑,제주특별자치도 제주시 일주서로 7867,제주시,33.494053,126.487564,24653
제주올레 21코스,제주특별자치도 제주시 구좌읍 하도리 3204-1,제주시,33.523525,126.86349,24516
민오름(오라동),제주특별자치도 제주시 오라2동 산 12,제주시,33.476444,126.50659,24400
서귀포시립기당미술관,제주특별자치도 서귀포시 남성중로153번길 15,서귀포시,33.244656,126.551796,24334
하늘여행 행글라이더체험장,제주특별자치도 서귀포시 안덕면 중산간서로 1877,서귀포시,33.28845182,126.3165592,24009
덕천리 팔자 좋아 길,제주특별자치도 제주시 구좌읍 중산간동로,제주시,33.4827438,126.7464684,23852
한림바다체험마을,제주특별자치도 제주시 한림읍 한림해안로 200,제주시,33.4197809,126.2628316,23802
차귀도유람선,제주특별자치도 제주시 한경면 노을해안로 1163 차귀도유람선,제주시,33.3089957,126.1658373,23734
납읍난대림 금산공원,제주특별자치도 제주시 애월읍 납읍리 1457-1,제주시,33.4340225,126.3309825,23674
문도지오름 (문돗지),제주특별자치도 제주시 한림읍 금악리 3444,제주시,33.33229622,126.2520476,23538
대평포구,제주특별자치도 서귀포시 안덕면 감천로190번길 9-62-2,서귀포시,33.2371,126.36139,23485
산천단,제주특별자치도 제주시 아라일동 375-4,제주시,33.44791,126.552986,23442
송당본향당,제주특별자치도 제주시 구좌읍 송당리,제주시,33.45618,126.76734,23286
김만덕기념관,제주특별자치도 제주시 산지로 7,제주시,33.5157,126.53032,23226
베릿네오름,제주특별자치도 서귀포시 중문상로17번길 51,서귀포시,33.24894541,126.4198219,23186
포레스트 사파리,제주특별자치도 제주시 조천읍 선교로 474-1,제주시,33.4777041,126.7135515,23168
제주랜드ATV,제주특별자치도 서귀포시 표선면 번영로 2561,서귀포시,33.405084,126.780344,23087
예래생태체험관,제주특별자치도 서귀포시 예래로 213,서귀포시,33.2443642,126.3909914,22926
종달리전망대,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,제주시,33.50375,126.91271,22769
대정해변(하모해변),제주특별자치도 서귀포시 대정읍 하모리,서귀포시,33.226463,126.25283,22735
SM 디지털아트 뮤지엄,제주특별자치도 제주시 애월읍 애월해안로 516-7,제주시,33.4770982,126.3602203,22610
제주판타지월드,제주특별자치도 제주시 애월읍 평화로 2157,제주시,33.4194584,126.383518,22605
성산포항,제주특별자치도 서귀포시 성산읍 성산등용로 130-21,서귀포시,33.47211,126.9332,22406
1112도로,제주특별자치도 제주시 명림로 584 (봉개동),제주시,33.439373,126.62845,22335
해거름전망대,제주특별자치도 제주시 한경면 일주서로 4641,제주시,33.37016,126.20664,22325
제주베스트힐 열기구랜드,제주특별자치도 제주시 조천읍 남조로 2109-36,제주시,33.454056,126.657524,22300
한라감귤체험농원(체험운영안함),제주특별자치도 서귀포시 성산읍 서성일로991번길 1,서귀포시,33.442627,126.88461,22178
제주올레 15-B코스,제주특별자치도 제주시 한림읍 한림해안로 192,제주시,33.41905,126.26263,22161
제주 더팔팔농장,제주특별자치도 서귀포시 성산읍 독자봉로60번길 20,서귀포시,33.38571,126.871056,22108
제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303,제주시,33.5415236,126.6425739,22065
