도로명주소,지역,위도,경도,인기점수,
WE호텔 웰니스센터,제주특별자치도 서귀포시 1100로 453-95,서귀포시,33.2862186,126.4442655,22002
보통청춘기록실 청춘사진관,제주특별자치도 제주시 한림읍 귀덕11길 1,제주시,33.4439128,126.2937119,21997
엉알해안,제주특별자치도 제주시 한경면 고산리 3427-33,제주시,33.29957022,126.1674244,21976
제지기오름,제주특별자치도 서귀포시 보목동 275-1,서귀포시,33.242226,126.609375,21829
캐릭파크,제주특별자치도 제주시 조천읍 선교로 266,제주시,33.48002,126.70165,21736
제주올레 7-1코스,제주특별자치도 서귀포시 서호동 553-1,서귀포시,33.267822,126.520164,21626
다랑쉬굴,제주특별자치도 제주시 구좌읍 세화리 2608-6,제주시,33.469715,126.83181,21621
별도봉,제주특별자치도 제주시 선반로 (화북일동),제주시,33.51933305,126.5529974,21573
큰사슴이오름,제주특별자치도 서귀포시 표선면 중산간동로,서귀포시,33.4005,126.72963,21551
제주올레 14-1코스,제주특별자치도 서귀포시 안덕면 서광리 산 50-22,서귀포시,33.304893,126.28878,21492
아라리오뮤지엄탑동시네마,제주특별자치도 제주시 삼도2동 1261-8,제주시,33.51742,126.52344,21453
간세공방,제주특별자치도 서귀포시 중정로 22,서귀포시,33.247406,126.55873,21349
연북정,제주특별자치도 제주시 조천읍 조천리 2690,제주시,33.548126,126.64038,21266
제주올레 11코스,제주특별자치도 서귀포시 대정읍 동일리 3168,서귀포시,33.22835,126.24264,21237
제주올레 10-1코스,제주특별자치도 서귀포시 대정읍 가파리 298,서귀포시,33.170094,126.26971,21087
취다선리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,서귀포시,33.4718786,126.9130109,20956
대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17,서귀포시,33.23958,126.2884,20844
추사적거지,제주특별자치도 서귀포시 대정읍 추사로 44,서귀포시,33.25022,126.27838,20830
제주기독교순례길,제주특별자치도 제주시 애월읍 금성하안길 3,제주시,33.446327,126.30273,20687
오현단,제주특별자치도 제주시 오현길 61,제주시,33.510136,126.52562,20659
쇠머리오름(우도봉),제주특별자치도 제주시 우도면 연평리 산 23,제주시,33.49136887,126.9633808,20637
제주국제평화센터,제주특별자치도 서귀포시 중문 관광로 227-24,서귀포시,33.2444,126.4219,20538
제주차귀도요트투어,제주특별자치도 제주시 한경면 한경해안로 156,제주시,33.3240083,126.1660356,20466
우도올레보트,제주특별자치도 제주시 우도면 연평리 2615-2,제주시,33.501495,126.94424,20329
캔디원,제주특별자치도 제주시 조천읍 선교로 384,제주시,33.4708686,126.7078957,20233
용연카누클럽,제주특별자치도 제주시 흥운길 79,제주시,33.5156106,126.5139903,20229
서귀포 강정 크루즈항,제주특별자치도 서귀포시 말질로 261,서귀포시,33.2523833,126.4911269,20178
파파월드,제주특별자치도 제주시 애월읍 평화로 2157,제주시,33.4194584,126.383518,20165
노을승마장,제주특별자치도 제주시 우도면 우도해안길 406-1,제주시,33.51140616,126.9438329,20014
"물메(물미, 수산봉)",제주특별자치도 제주시 애월읍 수산리 산 1-1,제주시,33.4737592,126.3846826,20012
귀빈사,제주특별자치도 제주시 구좌읍 비자림로 1456,제주시,33.4429016,126.7613249,19999
마원,제주특별자치도 제주시 조천읍 선흘리 2107-2,제주시,33.4593556,126.7033584,19958
제주올레 18-1코스,제주특별자치도 제주시 추자면 묵리 산 133,제주시,33.951923,126.30764,19864
월대천,제주특별자치도 제주시 월대6길 5,제주시,33.4935086,126.4360616,19725
서귀포 다이브센터,제주특별자치도 서귀포시 남원읍 하례망장포로 65-13 2층,서귀포시,33.25931105,126.6397522,19704
진아영 할머니 집터,제주특별자치도 제주시 한림읍 월령1길 22,제주시,33.376026,126.21468,19693
한울랜드,제주특별자치도 제주시 구좌읍 동백로 458,제주시,33.518837,126.73904,19649
김녕해안도로,제주특별자치도 제주시 구좌읍 김녕리,제주시,33.55654,126.7603,19611
쇠와꽃 승마장,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 88-17,서귀포시,33.44715,126.920296,19582
자구내포구,제주특별자치도 제주시 한경면 고산리,제주시,33.309494,126.164894,19465
꽃썸,제주특별자치도 서귀포시 안덕면 동광로 151,서귀포시,33.309093,126.339615,19455
무릉곶자왈,제주특별자치도 서귀포시 대정읍 무릉리 산 1,서귀포시,33.291157,126.26312,19446
스쿠버스쿨,제주특별자치도 제주시 서해안로 301,제주시,33.5089684,126.4776764,19396
제주향교,제주특별자치도 제주시 서문로 43,제주시,33.511157,126.5160507,19313
한국병원,제주특별자치도 제주시 서광로 193,제주시,33.5003822,126.5167845,19313
한화리조트 테라피센터,제주특별자치도 제주시 명림로 575-107 한화리조트 로비층 지하,제주시,33.4489935,126.637412,19265
위미항,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-13,서귀포시,33.2707092,126.6636358,19220
제주다이브 체험다이빙,제주특별자치도 서귀포시 월드컵로 84,서귀포시,33.242176,126.50496,19145
서귀포 궁도장(천지정),제주특별자치도 서귀포시 중산간서로 97-40,서귀포시,33.2592301,126.4980473,19057
(주)제주해양레저 투명카약,제주특별자치도 제주시 애월읍 애월로1길 22,제주시,33.462353,126.31049,19028
성김대건신부표착기념관,제주특별자치도 제주시 한경면 용수1길 108,제주시,33.322792,126.16779,18922
허브동산 미디어 파사드 (media facade),제주특별자치도 서귀포시 표선면 돈오름로 170,서귀포시,33.32985,126.81486,18911
효명사,제주특별자치도 서귀포시 남원읍 516로 815-41,서귀포시,33.3420367,126.5884214,18854
제주대학교 가는길,제주특별자치도 제주시 제주대학로 102,제주시,33.455303,126.561615,18809
사계 용머리해안 (해산물),제주특별자치도 서귀포시 안덕면 사계남로216번길 28,서귀포시,33.2336721,126.311389,18788
함덕야영장,제주특별자치도 제주시 조천읍 함덕리 1008,제주시,33.544018,126.66839,18724
생이기정,제주특별자치도 제주시 한경면 용수리 산 60,제주시,33.315594,126.16737,18700
대유ATV수렵사격랜드,제주특별자치도 서귀포시 상예로 381,서귀포시,33.2775412,126.3953648,18687
형제해안도로,제주특별자치도 서귀포시 대정읍 상모리 1649-1,서귀포시,33.20110262,126.2655368,18605
타보카 월정리투명카약,제주특별자치도 제주시 구좌읍 월정리 1400-4,제주시,33.56346,126.78025,18583
제주성지,제주특별자치도 제주시 오현길 61,제주시,33.510372,126.52607,18550
제주교육박물관,제주특별자치도 제주시 오복 4길 25,제주시,33.49451,126.53802,18432
원당봉,제주특별자치도 제주시 원당로16길 16-30,제주시,33.5262509,126.5983848,18432
종달리해변,제주특별자치도 제주시 구좌읍 종달리 565-72,제주시,33.51134649,126.8992494,18389
제주해양레저,제주특별자치도 서귀포시 중문관광로 192,서귀포시,33.243168,126.41885,18364
하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3,서귀포시,33.23286,126.314064,18341
제라진어드벤쳐,제주특별자치도 제주시 조천읍 선교로 33,제주시,33.4872096,126.7162685,18284
라온승마클럽,제주특별자치도 제주시 한림읍 월림7길 155,제주시,33.355453,126.2419,18263
올레캠프 본점 알파캠프,"제주특별자치도 서귀포시 김정문화로41번길 10-1(법환동, 탐라해오름 2층)",서귀포시,33.2524008,126.5095821,18211
설쿰바당,제주특별자치도 서귀포시 안덕면 사계리,서귀포시,33.2356687,126.3125597,18153
고흐의 정원,제주특별자치도 서귀포시 성산읍 삼달신풍로 126-5,서귀포시,33.3726076,126.855539,18136
넌걸어난탈래,제주특별자치도 제주시 우도면 2395-5,제주시,33.509293,126.94373,18131
성클라라수도원 금악성당,제주특별자치도 제주시 한림읍 금악북로 320,제주시,33.348213,126.31942,18107
대한민국최남단기념비/ 마라도 기념비,제주특별자치도 서귀포시 대정읍 마라로 131,서귀포시,33.114143,126.268616,18047
알프스승마장포니,제주특별자치도 서귀포시 표선면 서성일로 73,서귀포시,33.4112985,126.7819256,17925
환상숲곶자왈 담앙족욕,제주특별자치도 제주시 한경면 녹차분재로 594-1,제주시,33.3225764,126.2633048,17908
동산농원 딸기체험장,제주특별자치도 제주시 한경면 저지리 1448-2,제주시,33.333553,126.24605,17870
하도어촌체험마을,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,제주시,33.5200922,126.9041337,17782
제주롯데스카이힐컨트리클럽,제주특별자치도 서귀포시 상예로 530,서귀포시,33.28456778,126.404932,17731
이승이오름(이승악),제주특별자치도 서귀포시 남원읍 신례리 산 12-19,서귀포시,33.36066,126.597206,17663
벨리타 캠핑장,제주특별자치도 제주시 조천읍 중산간동로 1194,제주시,33.507736,126.69782,17566
제주올레 13코스,제주특별자치도 제주시 한경면 조수리 2137-2,제주시,33.32883,126.21221,17544
제주 이호털보 배낚시,제주특별자치도 제주시 테우해안로 146,제주시,33.497173,126.44942,17482
정모시쉼터,제주특별자치도 서귀포시 부두로5번길 9,서귀포시,33.244876,126.5709843,17413
신천리 벽화마을,제주특별자치도 서귀포시 성산읍 신천리,서귀포시,33.3465229,126.8524043,17412
곽지해수욕장야영장,제주특별자치도 제주시 애월읍 곽지리 1565,제주시,33.450752,126.30563,17359
버디프렌즈 플래닛,제주특별자치도 서귀포시 천제연로 70,서귀포시,33.2814107,126.4111118,17304
모진이몽돌해변,제주특별자치도 제주시 추자면 신양리 56,제주시,33.946087,126.33401,17259
질그랭이센터,제주특별자치도 제주시 구좌읍 세평항로 46-9,제주시,33.4895966,126.8316644,17238
성읍목장,제주특별자치도 서귀포시 표선면 성읍리 1734,서귀포시,33.404278,126.791985,17191
함덕백사장 & 서우봉,제주특별자치도 제주시 조천읍 조함해안로 519-10,제주시,33.54379,126.668846,17173
백조일손지묘(백조일손지지),제주특별자치도 서귀포시 안덕면 사계리,서귀포시,33.20672,126.2813,17144
해피맘하우스,제주특별자치도 제주시 애월읍 애월해안로 306-3,제주시,33.4488627,126.3042586,17131
제주한라병원,제주특별자치도 제주시 도령로 65,제주시,33.4898195,126.4851928,17076
왕이메오름,제주특별자치도 서귀포시 안덕면 광평리 산 79,서귀포시,33.340233,126.37479,17075
마라도등대,제주특별자치도 서귀포시 대정읍 가파리 642,서귀포시,33.11671544,126.2695117,17074
가마오름 진지동굴,제주특별자치도 제주시 한경면 청수서5길 63,제주시,33.30579927,126.246806,17028
거슨새미오름,제주특별자치도 제주시 구좌읍 송당리 산 145,제주시,33.450573,126.759186,17011
제주플래티늄카라반,제주특별자치도 제주시 애월읍 하귀미수포길 5-8,제주시,33.48435,126.40223,16987
들렁모루 산책길,제주특별자치도 서귀포시 서홍동 2437,서귀포시,33.282448,126.54274,16939
서귀포 하영올레,제주특별자치도 서귀포시 중앙로 105,서귀포시,33.2540922,126.5601945,16684
귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428,제주시,33.504955,126.67441,16656
막숙,제주특별자치도 서귀포시 막숙포로37번길 2,서귀포시,33.237775,126.5157941,16601
서광리 곶자왈생태탐방로,제주특별자치도 서귀포시 안덕면 서광리 산6-1,서귀포시,33.28604949,126.3382707,16569
삼매봉,제주특별자치도 서귀포시 남성로115번길 83,서귀포시,33.2639577,126.5507293,16544
두산봉(말미오름),제주특별자치도 서귀포시 성산읍 시흥리 산 1-5,서귀포시,33.47950858,126.8841474,16524
평화통일 불사리탑,제주특별자치도 제주시 조천읍 일주동로 884,제주시,33.532516,126.63599,16450
스프링데일CC,제주특별자치도 서귀포시 남원읍 서성로 459번지,서귀포시,33.32895,126.64069,16396
제주해양레저파크,제주특별자치도 제주시 조천읍 조함해안로 519-10,제주시,33.5437787,126.6688353,16347
톨칸이,제주특별자치도 제주시 우도면 연평리 1732-1,제주시,33.492393,126.9579,16327
소암기념관,제주특별자치도 서귀포시 소암로 15,서귀포시,33.24504,126.56752,16275
신산공원,제주특별자치도 제주시 신산로 92-12,제주시,33.5053177,126.5337062,16192
김녕 청굴물,제주특별자치도 제주시 구좌읍 김녕로1길 75-1,제주시,33.5579913,126.7512955,16085
도치돌 알파카목장,제주특별자치도 제주시 애월읍 도치돌길 303,제주시,33.4098961,126.3665965,16056
그랑블루호(선상낚시),제주특별자치도 서귀포시 남원읍 위미중앙로180번길 10,서귀포시,33.2746809,126.6626636,16042
도두항,제주특별자치도 제주시 도공로 2,제주시,33.507725,126.466576,16042
월정리해안도로,제주특별자치도 제주시 구좌읍 월정리 652-4,제주시,33.556572,126.79497,16015
비자림농원,제주특별자치도 제주시 조천읍 선흘동1길 31-71,제주시,33.5142094,126.718764,15878
핀크스 골프클럽,제주특별자치도 서귀포시 안덕면 산록남로 863,서귀포시,33.3159979,126.387643,15871
우도봉 ATV,제주특별자치도 제주시 우도면 우도봉길 47,제주시,33.4935234,126.9597097,15860
돔베낭길,제주특별자치도 서귀포시 태평로92번길 49,서귀포시,33.239983,126.53188,15783
까망고띠,제주특별자치도 제주시 조천읍 와선로 254,제주시,33.4848623,126.7001912,15724
돔베낭골,제주특별자치도 서귀포시 호근동,서귀포시,33.238617,126.53255,15652
아라리오뮤지엄동문모텔1,제주특별자치도 제주시 산지로 37-5,제주시,33.513565,126.52853,15642
반 고흐 인사이드,제주특별자치도 서귀포시 중문관광로 222,서귀포시,33.241806,126.422676,15628
무수천,제주특별자치도 제주시 애월읍 무수천길,제주시,33.463337,126.4466,15612
노을해안로,제주특별자치도 서귀포시 대정읍 노을해안로 24,서귀포시,33.24254,126.22441,15526
세화해안도로,제주특별자치도 제주시 구좌읍 구좌로,제주시,33.527126,126.88261,15500
서귀포해안,제주특별자치도 서귀포시 서호동,서귀포시,33.23262985,126.4982811,15486
비블리아성서식물원,제주특별자치도 제주시 한림읍 조성로 17,제주시,33.499622,126.53119,15442
소라의성,제주특별자치도 서귀포시 칠십리로214번길 17-17,서귀포시,33.2663197,126.5671727,15442
가마오름,제주특별자치도 제주시 한경면 청수서5길 63,제주시,33.3056558,126.249338,15434
라온골프클럽,제주특별자치도 제주시 한경면 용금로 998,제주시,33.3448687,126.2782452,15410
걸매예술마을,제주특별자치도 서귀포시 서홍로 4-42,서귀포시,33.249985,126.55515,15362
높은오름,제주특별자치도 제주시 구좌읍 송당리 산 213-1,제주시,33.45761407,126.7930905,15340
한림해안도로,제주특별자치도 제주시 한림읍 귀덕리,제주시,33.435574,126.26823,15315
개오름,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162,서귀포시,33.42347315,126.7717223,15286
중문카라반,제주특별자치도 서귀포시 이어도로 81,서귀포시,33.24047,126.49301,15270
게우지코지,제주특별자치도 서귀포시 하효동,서귀포시,33.2438505,126.6186661,15270
조천만세동산,제주특별자치도 제주시 조천읍 조천리 1133-2,제주시,33.53997,126.64167,15264
명월팽나무군락,제주특별자치도 제주시 한림읍 명월로 71,제주시,33.38698,126.26671,15240
제주안전체험관,제주특별자치도 제주시 애월읍 평화로 1885,제주시,33.3978324,126.3668593,15219
수목원테마공원(야시장길&LED공원),제주특별자치도 제주시 은수길 69,제주시,33.4701135,126.4875915,15130
캐니언파크,제주특별자치도 제주시 삼무로 51,제주시,33.490268,126.4924748,15061
송악카트체험장,제주특별자치도 서귀포시 대정읍 송악관광로 404,서귀포시,33.20824,126.28927,14980
당오름(한경면),제주특별자치도 제주시 한경면 용수리 산 18,제주시,33.308254,126.17365,14936
갤러리2 중선농원,제주특별자치도 제주시 영평길 269,제주시,33.478135,126.57017,14930
제주레이크힐스컨트리클럽,제주특별자치도 서귀포시 산록남로 1391 (중문동),서귀포시,33.306812,126.43271,14756
답다니 탑망대 (하트원담),제주특별자치도 제주시 우도면 연평리 798,제주시,33.524593,126.952644,14741
관음사 야영장,제주특별자치도 제주시 산록북로 588,제주시,33.4216211,126.5502658,14724
수월봉 전기자전거,제주특별자치도 제주시 한경면 고산리 3674-9,제주시,33.2988231,126.1681169,14697
오름터 민속마을,제주특별자치도 서귀포시 표선면 성읍정의현로 99,서귀포시,33.391445,126.80072,14693
제주오렌지,제주특별자치도 서귀포시 남원읍 서성로 684-5,서귀포시,33.32588,126.66985,14678
어영공원,제주특별자치도 제주시 서해안로 452 (맞은편 공원),제주시,33.51774,126.4878545,14668
나바론절벽,제주특별자치도 제주시 추자면 영흥리 산 19,제주시,33.956413,126.29398,14651
수악 (물오름),제주특별자치도 서귀포시 남원읍 516로 1042,서귀포시,33.3616666,126.5291666,14624
절부암,제주특별자치도 제주시 한경면 용수3길 22,제주시,33.3236376,126.1671318,14621
제주워터월드,제주특별자치도 서귀포시 월드컵로 33,서귀포시,33.2472388,126.5092079,14562
방선문,제주특별자치도 제주시 종천길 39-1,제주시,33.45228391,126.5178168,14556
법화사,제주특별자치도 서귀포시 하원북로 35번길 15-28,서귀포시,33.265095,126.45783,14556
붉은오름(성산읍),제주특별자치도 서귀포시 성산읍 섭지코지로 261,서귀포시,33.42664477,126.9323537,14529
발자국화석공원,제주특별자치도 서귀포시 대정읍 형제해안로 192,서귀포시,33.21723,126.29294,14518
성산오조리해안,제주특별자치도 거쉬포시 성산읍 한도로,거쉬포시,33.45794,126.8903,14427
화순리 유채꽃길,제주특별자치도 서귀포시 안덕면 화순리 1230-4,서귀포시,33.25176,126.33404,14362
훈데르트바서파크,제주특별자치도 제주시 우도면 우도해안길 32-12,제주시,33.4931983,126.9562063,14359
중앙병원,제주특별자치도 제주시 월랑로 91,제주시,33.4920436,126.4713907,14342
하도리 철새도래지,제주특별자치도 제주시 구좌읍 하도리 53-2,제주시,33.51021,126.896255,14270
원앙카라반캠핑장앤야영장,제주특별자치도 서귀포시 돈내코로 120,서귀포시,33.306381,126.5843885,14247
월평포구,제주특별자치도 서귀포시 말질로 462,서귀포시,33.2346522,126.4647889,14200
불탑사 (5층석탑),제주특별자치도 제주시 원당로16길 41,제주시,33.5291414,126.5979893,14185
제주스쿠터여행,제주특별자치도 제주시 서광로 164,제주시,33.49984,126.51392,14174
감수굴 밭담길,제주특별자치도 제주시 구좌읍 평대7길 34,제주시,33.5243749,126.8423829,14050
존자암지,제주특별자치도 서귀포시 영실로 243,서귀포시,33.3402,126.47921,14016
서광승마장,제주특별자치도 서귀포시 안덕면 녹차분재로 239,서귀포시,33.30231,126.2879,13966
우도박물관,제주특별자치도 제주시 우도면 우도로 163,제주시,33.507805,126.9532,13935
중문색달해변(해산물),제주특별자치도 서귀포시 중문관광로72번길 114,서귀포시,33.24497249,126.4116462,13926
우도 봉수대,제주특별자치도 제주시 우도면 연평리 798,제주시,33.524593,126.952644,13923
애월환해장성,제주특별자치도 제주시 애월읍 애월로3길 60,제주시,33.4683273,126.3130121,13920
아름다운피부과,"제주특별자치도 제주시 도령로 5 명은빌딩 2,3,5,7층",제주시,33.4867644,126.4799813,13912
프랑스샤르망,제주특별자치도 제주시 한림읍 명상로 37,제주시,33.3746,126.28119,13904
아홉굿마을 낙천리 농어촌체험마을,제주특별자치도 한경면 낙수로 97,한경면,33.499622,126.53119,13824
삼각봉,제주특별자치도 제주시 1100로 2070-61,제주시,33.3616666,126.5291666,13800
민오름(구좌읍),제주특별자치도 제주시 구좌읍 비자림로 1456,제주시,33.43717333,126.7618259,13780
관음사 템플스테이,제주특별자치도 제주시 산록북로 660,제주시,33.42172,126.558815,13681
모슬봉 (모슬개오름),제주특별자치도 서귀포시 대정읍 상모리 3540-2,서귀포시,33.2387353,126.2586981,13651
돛오름,제주특별자치도 제주시 구좌읍 송당리 산 3,제주시,33.499622,126.53119,13634
족은노꼬메오름,제주특별자치도 제주시 애월읍 유수암리,제주시,33.409443,126.41184,13578
제주쥬티클럽,제주특별자치도 서귀포시 성산읍 신양로 113,서귀포시,33.4445754,126.9095025,13573
냇길이소,제주특별자치도 서귀포시 강정동 5647-0,서귀포시,33.261562,126.49447,13547
당오름,제주특별자치도 제주시 구좌읍 송당리 산 199-1,제주시,33.467194,126.77773,13516
법화사지,제주특별자치도 서귀포시 하원북로35번길 15-28,서귀포시,33.2653454,126.4576828,13503
모구리오름,제주특별자치도 서귀포시 성산읍 서성일로 260,서귀포시,33.4059591,126.821694,13483
평대해변,제주특별자치도 제주시 구좌읍 평대리 1994-20,제주시,33.533226,126.84065,13478
제주잠수함(리더스클럽),제주특별자치도 제주시 조천읍 신흥리 1-11,제주시,33.55131,126.65275,13441
가파도 마라도 정기여객선,제주특별자치도 서귀포시 대정읍 최남단해안로 120,서귀포시,33.2100551,126.2585746,13378
번개레이싱,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항공우주박물관 3층 번개레이싱,서귀포시,33.3029712,126.2990679,13369
재밋섬파크,제주특별자치도 제주시 중앙로14길 18,제주시,33.5116,126.52267,13331
애월 하물,제주특별자치도 제주시 애월읍 애월로11길 6,제주시,33.464873,126.3206795,13322
망장포,제주특별자치도 서귀포시 남원읍 하례망장포로 65-13,서귀포시,33.3420367,126.5884214,13315
제주대학교병원,제주특별자치도 제주시 아란13길 15,제주시,33.467101,126.545309,13311
제주신화전설탐방로,제주특별자치도 서귀포시 안덕면 녹차분재로 218,서귀포시,33.3029712,126.2990679,13304
법정사,제주특별자치도 서귀포시 1100로 740-168,서귀포시,33.3187394,126.4848583,13285
세인트포골프장,제주특별자치도 제주시 구좌읍 선유로 445-55,제주시,33.5199412,126.7412425,13245
신양해안도로,제주특별자치도 서귀포시 성산읍 신고로,서귀포시,33.431046,126.91553,13234
명월성지,제주특별자치도 제주시 한림읍 명월리 2236,제주시,33.40050941,126.2612558,13216
오백나한,제주특별자치도 서귀포시 영실로 245 (하원동),서귀포시,33.340366,126.480225,13197
천주교 순례길 - 김대건길,제주특별자치도 제주시 한경면 고산로 6-3,제주시,33.301857,126.1801,13177
눈물의십자가,제주특별자치도 제주시 추자도,제주시,33.954967,126.341774,13172
강정어촌계,제주특별자치도 서귀포시 말질로 290,서귀포시,33.2275619,126.4748154,13157
도두해안도로,제주특별자치도 제주시 도두2동 706-3,제주시,33.51039,126.482445,13116
골프탕탕,제주특별자치도 서귀포시 안덕면 산록남로 762번길 71,서귀포시,33.305763,126.38885,13083
해녀의 태왁,제주특별자치도 제주시 구좌읍 김송로 94,제주시,33.5582139,126.7373381,13063
우도해운 / 우도 가는 배,제주특별자치도 제주시 우도면 우도해안길 352,제주시,33.50953,126.94358,13004
손지오름,제주특별자치도 제주시 구좌읍 종달리 산 52,제주시,33.456177,126.81989,12965
신효베스트마을,제주특별자치도 서귀포시 일주동로 8190,서귀포시,33.2607566,126.6125114,12958
검은오름,제주특별자치도 제주시 조천읍 선교로 569-36,제주시,33.46700052,126.701149,12935
매오름,제주특별자치도 서귀포시 표선면 표선리 산 2,서귀포시,33.31865,126.81405,12917
큰바리메오름,제주특별자치도 제주시 애월읍 어음리 산 21,제주시,33.38251187,126.3859874,12851
열리해안길,제주특별자치도 서귀포시 하예동,서귀포시,33.240032,126.38032,12842
기독교순례길 1코스(순종의길),제주특별자치도 제주시 애월읍 금성하안길 3,제주시,33.446327,126.30273,12798
문서프,제주특별자치도 제주시 애월읍 곽지7길 1,제주시,33.45005,126.30845,12758
"대수산봉(큰물뫼,물미오름)",제주특별자치도 서귀포시 성산읍 고성리 2039-1,서귀포시,33.43823384,126.903484,12743
알진오름(안친오름),제주특별자치도 제주시 구좌읍 송당리 880-1,제주시,33.477615,126.78664,12695
한라산 아래 첫 마을,제주특별자치도 서귀포시 안덕면 광평로 41,서귀포시,33.3295908,126.381331,12685
아라리오뮤지엄동문모텔2,제주특별자치도 제주시 산지로 23,제주시,33.51495,126.52943,12665
중문컨트리클럽,제주특별자치도 서귀포시 중문관광로72번길 60,서귀포시,33.2499853,126.4061879,12634
거믄여해안경승지,제주특별자치도 서귀포시 516로,서귀포시,33.244373,126.58488,12620
참살이마을 명도암 농어촌체험마을,제주시 명림로 268-71,명림로,33.461636,126.60709,12611
"미악산 (턥오름, 쌀오름, 솔오름)",제주특별자치도 서귀포시 인정오름로 387-63,서귀포시,33.30508705,126.5171503,12592
제주힐CC,제주특별자치도 제주시 516로 2596-117,제주시,33.4399611,126.6020248,12562
맛있는 철학자(태반의땅제주),제주특별자치도 서귀포시 토평로50번길 31,서귀포시,33.2844099,126.5796743,12546
태웃개,제주특별자치도 서귀포시 남원읍 태위로398번길 57,서귀포시,33.3060336,126.6580882,12514
